run_id,obs_value,variable,obs_type,units_x,date,year,doy,dae,sub_plot,valid,class,subclass,data_type,description,label_var,units_y,vector,sim_code,unit_fac,SAMUCA_sim_code,DSSAT_sim_code
MZ0004,0.5799303029999999,lai,avg,m2/m2,08/31/2016,2016,244,69,3.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,0.7800323229999999,lai,avg,m2/m2,08/31/2016,2016,244,69,4.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,1.565343434,lai,avg,m2/m2,09/14/2016,2016,258,83,1.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,1.142661616,lai,avg,m2/m2,09/14/2016,2016,258,83,2.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,1.1896111109999998,lai,avg,m2/m2,09/14/2016,2016,258,83,3.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,1.5969282830000002,lai,avg,m2/m2,09/14/2016,2016,258,83,4.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,1.936643434,lai,avg,m2/m2,09/21/2016,2016,265,90,1.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,1.4418181819999998,lai,avg,m2/m2,09/21/2016,2016,265,90,2.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,1.565559596,lai,avg,m2/m2,09/21/2016,2016,265,90,3.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,1.988621212,lai,avg,m2/m2,09/21/2016,2016,265,90,4.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,1.903390909,lai,avg,m2/m2,10/05/2016,2016,279,104,1.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,1.62019697,lai,avg,m2/m2,10/05/2016,2016,279,104,2.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,1.474606061,lai,avg,m2/m2,10/05/2016,2016,279,104,3.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,1.873353535,lai,avg,m2/m2,10/05/2016,2016,279,104,4.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,1.707444444,lai,avg,m2/m2,10/11/2016,2016,285,110,1.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
MZ0004,1.610451515,lai,avg,m2/m2,10/11/2016,2016,285,110,2.0,1,plan,morphology,real,Leaf Area Index,LAI,m2/m2,F,croplai,1.0,,
