time,y,x,t1p5m_gb,snowfall,snow_grnd_gb,snow_depth_gb,resp_s_gb,precip,smc_tot,snow_can_gb,sw_down,time_value,run_ini,run_end,time_delta,date,year,doy_f,doy,dap_f,dap,das_f,das
27,1,1,298.68683,0.0,0.0,0.0,1.8454604e-07,0.00014994001,1114.0206,0.0,160.8788,2332800.0,2016-03-01 06:00:00,2016-10-30 06:00:00,27 days,2016-03-28 06:00:00,2016,87.25,88,-73.75,-72,27.0,27
28,1,1,298.48337,0.0,0.0,0.0,2.0891918e-07,2.9374999e-06,1119.1033,0.0,200.04791,2419200.0,2016-03-01 06:00:00,2016-10-30 06:00:00,28 days,2016-03-29 06:00:00,2016,88.25,89,-72.75,-71,28.0,28
29,1,1,298.50992,0.0,0.0,0.0,2.267739e-07,0.0,1118.5131,0.0,224.13313,2505600.0,2016-03-01 06:00:00,2016-10-30 06:00:00,29 days,2016-03-30 06:00:00,2016,89.25,90,-71.75,-70,29.0,29
30,1,1,299.3735,0.0,0.0,0.0,2.307549e-07,0.0,1119.4398,0.0,203.90541,2592000.0,2016-03-01 06:00:00,2016-10-30 06:00:00,30 days,2016-03-31 06:00:00,2016,90.25,91,-70.75,-69,30.0,30
31,1,1,298.3655,0.0,0.0,0.0,2.2999983e-07,0.0,1120.5382,0.0,216.5767,2678400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,31 days,2016-04-01 06:00:00,2016,91.25,92,-69.75,-68,31.0,31
32,1,1,297.85574,0.0,0.0,0.0,2.0658628e-07,2.9374999e-06,1122.227,0.0,181.18915,2764800.0,2016-03-01 06:00:00,2016-10-30 06:00:00,32 days,2016-04-02 06:00:00,2016,92.25,93,-68.75,-67,32.0,32
33,1,1,298.16498,0.0,0.0,0.0,2.136253e-07,0.0,1123.4902,0.0,209.13972,2851200.0,2016-03-01 06:00:00,2016-10-30 06:00:00,33 days,2016-04-03 06:00:00,2016,93.25,94,-67.75,-66,33.0,33
34,1,1,299.23068,0.0,0.0,0.0,2.0662019e-07,2.057875e-05,1125.9592,0.0,219.6782,2937600.0,2016-03-01 06:00:00,2016-10-30 06:00:00,34 days,2016-04-04 06:00:00,2016,94.25,95,-66.75,-65,34.0,34
35,1,1,298.79843,0.0,0.0,0.0,1.9681671e-07,2.9374999e-06,1126.8634,0.0,198.92134,3024000.0,2016-03-01 06:00:00,2016-10-30 06:00:00,35 days,2016-04-05 06:00:00,2016,95.25,96,-65.75,-64,35.0,35
36,1,1,297.91757,0.0,0.0,0.0,1.9984282e-07,0.0,1127.9647,0.0,211.74495,3110400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,36 days,2016-04-06 06:00:00,2016,96.25,97,-64.75,-63,36.0,36
37,1,1,297.9707,0.0,0.0,0.0,2.0499563e-07,0.0,1129.2308,0.0,224.15991,3196800.0,2016-03-01 06:00:00,2016-10-30 06:00:00,37 days,2016-04-07 06:00:00,2016,97.25,98,-63.75,-62,37.0,37
38,1,1,299.31937,0.0,0.0,0.0,2.0693363e-07,0.0,1130.4528,0.0,233.68681,3283200.0,2016-03-01 06:00:00,2016-10-30 06:00:00,38 days,2016-04-08 06:00:00,2016,98.25,99,-62.75,-61,38.0,38
39,1,1,299.21136,0.0,0.0,0.0,2.0618744e-07,0.0,1131.5907,0.0,222.84639,3369600.0,2016-03-01 06:00:00,2016-10-30 06:00:00,39 days,2016-04-09 06:00:00,2016,99.25,100,-61.75,-60,39.0,39
40,1,1,300.0992,0.0,0.0,0.0,2.1859209e-07,0.0,1132.649,0.0,225.19957,3456000.0,2016-03-01 06:00:00,2016-10-30 06:00:00,40 days,2016-04-10 06:00:00,2016,100.25,101,-60.75,-59,40.0,40
41,1,1,299.09018,0.0,0.0,0.0,2.072345e-07,0.0,1133.8888,0.0,195.97108,3542400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,41 days,2016-04-11 06:00:00,2016,101.25,102,-59.75,-58,41.0,41
42,1,1,298.31592,0.0,0.0,0.0,1.9736666e-07,9.407377e-05,1136.622,0.0,170.88081,3628800.0,2016-03-01 06:00:00,2016-10-30 06:00:00,42 days,2016-04-12 06:00:00,2016,102.25,103,-58.75,-57,42.0,42
43,1,1,298.72864,0.0,0.0,0.0,1.9982114e-07,1.470125e-05,1140.0895,0.0,178.35736,3715200.0,2016-03-01 06:00:00,2016-10-30 06:00:00,43 days,2016-04-13 06:00:00,2016,103.25,104,-57.75,-56,43.0,43
44,1,1,299.3866,0.0,0.0,0.0,2.0573185e-07,0.0,1139.4442,0.0,192.9146,3801600.0,2016-03-01 06:00:00,2016-10-30 06:00:00,44 days,2016-04-14 06:00:00,2016,104.25,105,-56.75,-55,44.0,44
45,1,1,299.90005,0.0,0.0,0.0,1.8281615e-07,0.00013522748,1149.0585,0.0,167.90689,3888000.0,2016-03-01 06:00:00,2016-10-30 06:00:00,45 days,2016-04-15 06:00:00,2016,105.25,106,-55.75,-54,45.0,45
46,1,1,298.62918,0.0,0.0,0.0,1.8530523e-07,7.9382495e-05,1154.2462,0.0,159.14369,3974400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,46 days,2016-04-16 06:00:00,2016,106.25,107,-54.75,-53,46.0,46
47,1,1,299.59616,0.0,0.0,0.0,1.9492256e-07,0.0,1151.1652,0.0,196.27138,4060800.0,2016-03-01 06:00:00,2016-10-30 06:00:00,47 days,2016-04-17 06:00:00,2016,107.25,108,-53.75,-52,47.0,47
48,1,1,299.30396,0.0,0.0,0.0,1.9263955e-07,0.0,1150.1781,0.0,216.3437,4147200.0,2016-03-01 06:00:00,2016-10-30 06:00:00,48 days,2016-04-18 06:00:00,2016,108.25,109,-52.75,-51,48.0,48
49,1,1,299.4768,0.0,0.0,0.0,1.9275036e-07,0.0,1149.842,0.0,209.62018,4233600.0,2016-03-01 06:00:00,2016-10-30 06:00:00,49 days,2016-04-19 06:00:00,2016,109.25,110,-51.75,-50,49.0,49
50,1,1,299.76633,0.0,0.0,0.0,1.8884411e-07,0.0,1149.6371,0.0,208.87206,4320000.0,2016-03-01 06:00:00,2016-10-30 06:00:00,50 days,2016-04-20 06:00:00,2016,110.25,111,-50.75,-49,50.0,50
51,1,1,299.8428,0.0,0.0,0.0,1.9132841e-07,0.0,1149.955,0.0,175.5049,4406400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,51 days,2016-04-21 06:00:00,2016,111.25,112,-49.75,-48,51.0,51
52,1,1,299.56296,0.0,0.0,0.0,1.7565299e-07,0.0,1150.2639,0.0,152.7554,4492800.0,2016-03-01 06:00:00,2016-10-30 06:00:00,52 days,2016-04-22 06:00:00,2016,112.25,113,-48.75,-47,52.0,52
53,1,1,299.4978,0.0,0.0,0.0,1.848955e-07,0.0,1150.5277,0.0,175.8382,4579200.0,2016-03-01 06:00:00,2016-10-30 06:00:00,53 days,2016-04-23 06:00:00,2016,113.25,114,-47.75,-46,53.0,53
54,1,1,299.463,0.0,0.0,0.0,1.8341636e-07,2.9374999e-06,1150.6927,0.0,177.40013,4665600.0,2016-03-01 06:00:00,2016-10-30 06:00:00,54 days,2016-04-24 06:00:00,2016,114.25,115,-46.75,-45,54.0,54
55,1,1,299.61282,0.0,0.0,0.0,1.7996156e-07,0.0,1150.8789,0.0,189.07396,4752000.0,2016-03-01 06:00:00,2016-10-30 06:00:00,55 days,2016-04-25 06:00:00,2016,115.25,116,-45.75,-44,55.0,55
56,1,1,300.31635,0.0,0.0,0.0,1.7630367e-07,5.8875e-06,1150.731,0.0,198.06793,4838400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,56 days,2016-04-26 06:00:00,2016,116.25,117,-44.75,-43,56.0,56
57,1,1,298.564,0.0,0.0,0.0,1.6798151e-07,2.9374999e-06,1151.4366,0.0,152.16408,4924800.0,2016-03-01 06:00:00,2016-10-30 06:00:00,57 days,2016-04-27 06:00:00,2016,117.25,118,-43.75,-42,57.0,57
58,1,1,291.33792,0.0,0.0,0.0,1.304979e-07,2.6456253e-05,1153.514,0.0,108.18298,5011200.0,2016-03-01 06:00:00,2016-10-30 06:00:00,58 days,2016-04-28 06:00:00,2016,118.25,119,-42.75,-41,58.0,58
59,1,1,289.84714,0.0,0.0,0.0,1.2234511e-07,0.0,1153.086,0.0,183.8711,5097600.0,2016-03-01 06:00:00,2016-10-30 06:00:00,59 days,2016-04-29 06:00:00,2016,119.25,120,-41.75,-40,59.0,59
60,1,1,290.97507,0.0,0.0,0.0,1.2337587e-07,0.0,1153.3396,0.0,168.66072,5184000.0,2016-03-01 06:00:00,2016-10-30 06:00:00,60 days,2016-04-30 06:00:00,2016,120.25,121,-40.75,-39,60.0,60
61,1,1,291.12134,0.0,0.0,0.0,1.255296e-07,0.0,1153.4435,0.0,186.26128,5270400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,61 days,2016-05-01 06:00:00,2016,121.25,122,-39.75,-38,61.0,61
62,1,1,289.10553,0.0,0.0,0.0,1.0887813e-07,7.3496245e-05,1156.1019,0.0,231.9575,5356800.0,2016-03-01 06:00:00,2016-10-30 06:00:00,62 days,2016-05-02 06:00:00,2016,122.25,123,-38.75,-37,62.0,62
63,1,1,291.00998,0.0,0.0,0.0,1.1531309e-07,8.812501e-06,1155.7413,0.0,231.64168,5443200.0,2016-03-01 06:00:00,2016-10-30 06:00:00,63 days,2016-05-03 06:00:00,2016,123.25,124,-37.75,-36,63.0,63
64,1,1,292.84964,0.0,0.0,0.0,1.3452183e-07,0.0,1155.4984,0.0,224.47955,5529600.0,2016-03-01 06:00:00,2016-10-30 06:00:00,64 days,2016-05-04 06:00:00,2016,124.25,125,-36.75,-35,64.0,64
65,1,1,293.63242,0.0,0.0,0.0,1.4530566e-07,0.0,1155.1656,0.0,197.16858,5616000.0,2016-03-01 06:00:00,2016-10-30 06:00:00,65 days,2016-05-05 06:00:00,2016,125.25,126,-35.75,-34,65.0,65
66,1,1,293.3046,0.0,0.0,0.0,1.4348075e-07,3.8217502e-05,1155.6873,0.0,182.41466,5702400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,66 days,2016-05-06 06:00:00,2016,126.25,127,-34.75,-33,66.0,66
67,1,1,294.73904,0.0,0.0,0.0,1.4967465e-07,0.000238125,1157.222,0.0,214.09631,5788800.0,2016-03-01 06:00:00,2016-10-30 06:00:00,67 days,2016-05-07 06:00:00,2016,127.25,128,-33.75,-32,67.0,67
68,1,1,295.0632,0.0,0.0,0.0,1.463501e-07,6.467875e-05,1173.8654,0.0,185.37941,5875200.0,2016-03-01 06:00:00,2016-10-30 06:00:00,68 days,2016-05-08 06:00:00,2016,128.25,129,-32.75,-31,68.0,68
69,1,1,294.69867,0.0,0.0,0.0,1.5006079e-07,0.0,1173.1729,0.0,164.71425,5961600.0,2016-03-01 06:00:00,2016-10-30 06:00:00,69 days,2016-05-09 06:00:00,2016,129.25,130,-31.75,-30,69.0,69
70,1,1,296.42264,0.0,0.0,0.0,1.6404232e-07,0.0,1169.3726,0.0,179.34607,6048000.0,2016-03-01 06:00:00,2016-10-30 06:00:00,70 days,2016-05-10 06:00:00,2016,130.25,131,-30.75,-29,70.0,70
71,1,1,296.5673,0.0,0.0,0.0,1.5160914e-07,0.0,1167.4441,0.0,133.81795,6134400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,71 days,2016-05-11 06:00:00,2016,131.25,132,-29.75,-28,71.0,71
72,1,1,293.99057,0.0,0.0,0.0,1.4291348e-07,0.00042039502,1172.192,0.0,117.84315,6220800.0,2016-03-01 06:00:00,2016-10-30 06:00:00,72 days,2016-05-12 06:00:00,2016,132.25,133,-28.75,-27,72.0,72
73,1,1,293.13455,0.0,0.0,0.0,1.2121085e-07,0.00016757501,1210.6561,0.0,72.25042,6307200.0,2016-03-01 06:00:00,2016-10-30 06:00:00,73 days,2016-05-13 06:00:00,2016,133.25,134,-27.75,-26,73.0,73
74,1,1,292.6138,0.0,0.0,0.0,1.2893527e-07,3.52775e-05,1209.2516,0.0,157.34264,6393600.0,2016-03-01 06:00:00,2016-10-30 06:00:00,74 days,2016-05-14 06:00:00,2016,134.25,135,-26.75,-25,74.0,74
75,1,1,292.80112,0.0,0.0,0.0,1.2397226e-07,9.4072515e-05,1210.6735,0.0,154.93996,6480000.0,2016-03-01 06:00:00,2016-10-30 06:00:00,75 days,2016-05-15 06:00:00,2016,135.25,136,-25.75,-24,75.0,75
76,1,1,296.18542,0.0,0.0,0.0,1.3944327e-07,0.000182275,1207.7047,0.0,198.81255,6566400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,76 days,2016-05-16 06:00:00,2016,136.25,137,-24.75,-23,76.0,76
77,1,1,295.91098,0.0,0.0,0.0,1.3142024e-07,0.00011171249,1223.6373,0.0,117.38599,6652800.0,2016-03-01 06:00:00,2016-10-30 06:00:00,77 days,2016-05-17 06:00:00,2016,137.25,138,-23.75,-22,77.0,77
78,1,1,293.34302,0.0,0.0,0.0,1.41495e-07,5.8749997e-06,1218.9537,0.0,166.17778,6739200.0,2016-03-01 06:00:00,2016-10-30 06:00:00,78 days,2016-05-18 06:00:00,2016,138.25,139,-22.75,-21,78.0,78
79,1,1,290.559,0.0,0.0,0.0,1.2415059e-07,4.998875e-05,1215.8793,0.0,116.65909,6825600.0,2016-03-01 06:00:00,2016-10-30 06:00:00,79 days,2016-05-19 06:00:00,2016,139.25,140,-21.75,-20,79.0,79
80,1,1,290.03497,0.0,0.0,0.0,1.1016201e-07,0.0,1211.2172,0.0,46.36027,6912000.0,2016-03-01 06:00:00,2016-10-30 06:00:00,80 days,2016-05-20 06:00:00,2016,140.25,141,-20.75,-19,80.0,80
81,1,1,294.6446,0.0,0.0,0.0,1.4279799e-07,0.0,1205.1353,0.0,162.68637,6998400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,81 days,2016-05-21 06:00:00,2016,141.25,142,-19.75,-18,81.0,81
82,1,1,294.92288,0.0,0.0,0.0,1.3661855e-07,2.9374999e-06,1200.3524,0.0,96.94654,7084800.0,2016-03-01 06:00:00,2016-10-30 06:00:00,82 days,2016-05-22 06:00:00,2016,142.25,143,-18.75,-17,82.0,82
83,1,1,294.63223,0.0,0.0,0.0,1.4185562e-07,5.8749997e-06,1196.6843,0.0,118.46305,7171200.0,2016-03-01 06:00:00,2016-10-30 06:00:00,83 days,2016-05-23 06:00:00,2016,143.25,144,-17.75,-16,83.0,83
84,1,1,288.73813,0.0,0.0,0.0,1.174125e-07,0.0,1192.9618,0.0,126.0566,7257600.0,2016-03-01 06:00:00,2016-10-30 06:00:00,84 days,2016-05-24 06:00:00,2016,144.25,145,-16.75,-15,84.0,84
85,1,1,288.74423,0.0,0.0,0.0,9.945658e-08,0.0,1189.9822,0.0,130.24353,7344000.0,2016-03-01 06:00:00,2016-10-30 06:00:00,85 days,2016-05-25 06:00:00,2016,145.25,146,-15.75,-14,85.0,85
86,1,1,291.19012,0.0,0.0,0.0,1.171862e-07,0.0,1187.2072,0.0,182.40924,7430400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,86 days,2016-05-26 06:00:00,2016,146.25,147,-14.75,-13,86.0,86
87,1,1,292.5862,0.0,0.0,0.0,1.3008672e-07,0.00022636873,1188.003,0.0,164.76305,7516800.0,2016-03-01 06:00:00,2016-10-30 06:00:00,87 days,2016-05-27 06:00:00,2016,147.25,148,-13.75,-12,87.0,87
88,1,1,292.6957,0.0,0.0,0.0,1.2762872e-07,3.2337502e-05,1201.8209,0.0,151.24257,7603200.0,2016-03-01 06:00:00,2016-10-30 06:00:00,88 days,2016-05-28 06:00:00,2016,148.25,149,-12.75,-11,88.0,88
89,1,1,293.20547,0.0,0.0,0.0,1.3626058e-07,0.0,1196.7267,0.0,151.13368,7689600.0,2016-03-01 06:00:00,2016-10-30 06:00:00,89 days,2016-05-29 06:00:00,2016,149.25,150,-11.75,-10,89.0,89
90,1,1,292.8174,0.0,0.0,0.0,1.2794023e-07,0.0,1191.8658,0.0,107.455475,7776000.0,2016-03-01 06:00:00,2016-10-30 06:00:00,90 days,2016-05-30 06:00:00,2016,150.25,151,-10.75,-9,90.0,90
91,1,1,293.28992,0.0,0.0,0.0,1.2926823e-07,2.352e-05,1189.2089,0.0,120.685295,7862400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,91 days,2016-05-31 06:00:00,2016,151.25,152,-9.75,-8,91.0,91
92,1,1,292.75723,0.0,0.0,0.0,1.2991315e-07,3.82175e-05,1187.1162,0.0,97.01257,7948800.0,2016-03-01 06:00:00,2016-10-30 06:00:00,92 days,2016-06-01 06:00:00,2016,152.25,153,-8.75,-7,92.0,92
93,1,1,292.76526,0.0,0.0,0.0,1.3215727e-07,0.0,1185.7052,0.0,72.54861,8035200.0,2016-03-01 06:00:00,2016-10-30 06:00:00,93 days,2016-06-02 06:00:00,2016,153.25,154,-7.75,-6,93.0,93
94,1,1,294.0788,0.0,0.0,0.0,1.4168987e-07,0.0,1183.0526,0.0,115.993866,8121600.0,2016-03-01 06:00:00,2016-10-30 06:00:00,94 days,2016-06-03 06:00:00,2016,154.25,155,-6.75,-5,94.0,94
95,1,1,292.74802,0.0,0.0,0.0,1.388512e-07,0.0,1181.0365,0.0,121.2973,8208000.0,2016-03-01 06:00:00,2016-10-30 06:00:00,95 days,2016-06-04 06:00:00,2016,155.25,156,-5.75,-4,95.0,95
96,1,1,293.37323,0.0,0.0,0.0,1.3707064e-07,0.0,1179.4851,0.0,87.36002,8294400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,96 days,2016-06-05 06:00:00,2016,156.25,157,-4.75,-3,96.0,96
97,1,1,294.55646,0.0,0.0,0.0,1.331487e-07,0.0,1178.552,0.0,22.58628,8380800.0,2016-03-01 06:00:00,2016-10-30 06:00:00,97 days,2016-06-06 06:00:00,2016,157.25,158,-3.75,-2,97.0,97
98,1,1,294.8821,0.0,0.0,0.0,1.4783133e-07,0.0,1176.9945,0.0,93.11463,8467200.0,2016-03-01 06:00:00,2016-10-30 06:00:00,98 days,2016-06-07 06:00:00,2016,158.25,159,-2.75,-1,98.0,98
99,1,1,291.16815,0.0,0.0,0.0,1.3659108e-07,0.0,1175.4777,0.0,125.40319,8553600.0,2016-03-01 06:00:00,2016-10-30 06:00:00,99 days,2016-06-08 06:00:00,2016,159.25,160,-1.75,0,99.0,99
100,1,1,288.1265,0.0,0.0,0.0,1.16919374e-07,0.0,1174.0034,0.0,183.32263,8640000.0,2016-03-01 06:00:00,2016-10-30 06:00:00,100 days,2016-06-09 06:00:00,2016,160.25,161,-0.75,1,100.0,100
101,1,1,285.74933,0.0,0.0,0.0,9.472817e-08,0.00013523376,1176.2737,0.0,192.24994,8726400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,101 days,2016-06-10 06:00:00,2016,161.25,162,0.25,1,101.0,101
102,1,1,286.58228,0.0,0.0,0.0,9.112042e-08,2.352e-05,1181.7428,0.0,182.62904,8812800.0,2016-03-01 06:00:00,2016-10-30 06:00:00,102 days,2016-06-11 06:00:00,2016,162.25,163,1.25,2,102.0,102
103,1,1,285.3093,0.0,0.0,0.0,8.964957e-08,0.0,1177.9178,0.0,188.954,8899200.0,2016-03-01 06:00:00,2016-10-30 06:00:00,103 days,2016-06-12 06:00:00,2016,163.25,164,2.25,3,103.0,103
104,1,1,284.23978,0.0,0.0,0.0,8.374758e-08,0.0,1175.7715,0.0,189.8585,8985600.0,2016-03-01 06:00:00,2016-10-30 06:00:00,104 days,2016-06-13 06:00:00,2016,164.25,165,3.25,4,104.0,104
105,1,1,284.9628,0.0,0.0,0.0,7.421322e-08,6.46775e-05,1177.2875,0.0,190.84706,9072000.0,2016-03-01 06:00:00,2016-10-30 06:00:00,105 days,2016-06-14 06:00:00,2016,165.25,166,4.25,5,105.0,105
106,1,1,287.97333,0.0,0.0,0.0,8.9989506e-08,1.17624995e-05,1175.1677,0.0,184.7145,9158400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,106 days,2016-06-15 06:00:00,2016,166.25,167,5.25,6,106.0,106
107,1,1,290.3316,0.0,0.0,0.0,1.0633775e-07,0.0001322875,1184.652,0.0,170.66444,9244800.0,2016-03-01 06:00:00,2016-10-30 06:00:00,107 days,2016-06-16 06:00:00,2016,167.25,168,6.25,7,107.0,107
108,1,1,292.27878,0.0,0.0,0.0,1.2278646e-07,0.0,1181.5115,0.0,178.11945,9331200.0,2016-03-01 06:00:00,2016-10-30 06:00:00,108 days,2016-06-17 06:00:00,2016,168.25,169,7.25,8,108.0,108
109,1,1,292.9762,0.0,0.0,0.0,1.2512572e-07,5.5855e-05,1180.132,0.0,179.59511,9417600.0,2016-03-01 06:00:00,2016-10-30 06:00:00,109 days,2016-06-18 06:00:00,2016,169.25,170,8.25,9,109.0,109
110,1,1,292.0809,0.0,0.0,0.0,1.2786064e-07,0.0,1178.556,0.0,180.7483,9504000.0,2016-03-01 06:00:00,2016-10-30 06:00:00,110 days,2016-06-19 06:00:00,2016,170.25,171,9.25,10,110.0,110
111,1,1,291.556,0.0,0.0,0.0,1.3362488e-07,5.292e-05,1176.4979,0.0,167.75246,9590400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,111 days,2016-06-20 06:00:00,2016,171.25,172,10.25,11,111.0,111
