run_id,obs_value,variable,obs_type,units_x,date,year,doy,dae,sub_plot,valid,class,subclass,data_type,description,label_var,units_y,vector,sim_code,unit_fac,SAMUCA_sim_code,DSSAT_sim_code
MZ0003,0.024659999999999998,root_dw,avg,ton_ha,6/13/2016,2016,165,37,,1,plan,biomass,real,Root Dry Weight,Root Dry Mass,ton/ha,F,croprootc,10.0,,RWAD
MZ0003,0.12909,root_dw,avg,ton_ha,7/4/2016,2016,186,58,,1,plan,biomass,real,Root Dry Weight,Root Dry Mass,ton/ha,F,croprootc,10.0,,RWAD
MZ0003,1.31346,root_dw,avg,ton_ha,7/25/2016,2016,207,79,,1,plan,biomass,real,Root Dry Weight,Root Dry Mass,ton/ha,F,croprootc,10.0,,RWAD
MZ0003,1.6873799999999999,root_dw,avg,ton_ha,8/18/2016,2016,231,104,,1,plan,biomass,real,Root Dry Weight,Root Dry Mass,ton/ha,F,croprootc,10.0,,RWAD
MZ0003,5.544692307999999,grain_yield,avg,ton_ha,10/19/2016,2016,293,118,,1,plan,biomass,real,Grain Yield,Grain Yield,ton/ha,F,cropharvc,10.0,,
MZ0003,0.01068,leaf_dw,avg,ton_ha,5/23/2016,2016,144,16,1.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0003,0.0084,leaf_dw,avg,ton_ha,5/23/2016,2016,144,16,2.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0003,0.00852,leaf_dw,avg,ton_ha,5/23/2016,2016,144,16,3.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0003,0.0078,leaf_dw,avg,ton_ha,5/23/2016,2016,144,16,4.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0003,0.12024000000000001,leaf_dw,avg,ton_ha,6/13/2016,2016,165,37,1.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0003,0.09804,leaf_dw,avg,ton_ha,6/13/2016,2016,165,37,2.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0003,0.10704000000000001,leaf_dw,avg,ton_ha,6/13/2016,2016,165,37,3.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0003,0.0744,leaf_dw,avg,ton_ha,6/13/2016,2016,165,37,4.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0003,0.48072,leaf_dw,avg,ton_ha,7/4/2016,2016,186,58,1.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0003,0.45696000000000003,leaf_dw,avg,ton_ha,7/4/2016,2016,186,58,2.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0003,0.4542,leaf_dw,avg,ton_ha,7/4/2016,2016,186,58,3.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0003,0.38376,leaf_dw,avg,ton_ha,7/4/2016,2016,186,58,4.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0003,1.6732799999999999,leaf_dw,avg,ton_ha,7/25/2016,2016,207,79,1.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0003,1.30824,leaf_dw,avg,ton_ha,7/25/2016,2016,207,79,2.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0003,1.6380000000000001,leaf_dw,avg,ton_ha,7/25/2016,2016,207,79,3.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0003,1.27416,leaf_dw,avg,ton_ha,7/25/2016,2016,207,79,4.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0003,3.10224,leaf_dw,avg,ton_ha,8/18/2016,2016,231,104,1.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0003,2.75832,leaf_dw,avg,ton_ha,8/18/2016,2016,231,104,2.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0003,2.8338,leaf_dw,avg,ton_ha,8/18/2016,2016,231,104,3.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0003,2.5478400000000003,leaf_dw,avg,ton_ha,8/18/2016,2016,231,104,4.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0003,3.77484,leaf_dw,avg,ton_ha,9/15/2016,2016,259,131,1.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0003,3.23952,leaf_dw,avg,ton_ha,9/15/2016,2016,259,131,2.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0003,3.06588,leaf_dw,avg,ton_ha,9/15/2016,2016,259,131,3.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0003,3.5382,leaf_dw,avg,ton_ha,9/15/2016,2016,259,131,4.0,1,plan,biomass,real,Leaf Dry Weight,Leaf Dry Mass,ton/ha,F,cropleafc,10.0,dw.lv,LWAD
MZ0003,0.0066,stalk_dw,avg,ton_ha,5/23/2016,2016,144,16,1.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0003,0.00312,stalk_dw,avg,ton_ha,5/23/2016,2016,144,16,2.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0003,0.00456,stalk_dw,avg,ton_ha,5/23/2016,2016,144,16,3.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0003,0.00156,stalk_dw,avg,ton_ha,5/23/2016,2016,144,16,4.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0003,0.027839999999999997,stalk_dw,avg,ton_ha,6/13/2016,2016,165,37,1.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0003,0.0282,stalk_dw,avg,ton_ha,6/13/2016,2016,165,37,2.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0003,0.03456,stalk_dw,avg,ton_ha,6/13/2016,2016,165,37,3.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0003,0.02292,stalk_dw,avg,ton_ha,6/13/2016,2016,165,37,4.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0003,0.23256,stalk_dw,avg,ton_ha,7/4/2016,2016,186,58,1.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0003,0.23135999999999998,stalk_dw,avg,ton_ha,7/4/2016,2016,186,58,2.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0003,0.20184000000000002,stalk_dw,avg,ton_ha,7/4/2016,2016,186,58,3.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0003,0.16835999999999998,stalk_dw,avg,ton_ha,7/4/2016,2016,186,58,4.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0003,1.3812,stalk_dw,avg,ton_ha,7/25/2016,2016,207,79,1.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0003,1.2243600000000001,stalk_dw,avg,ton_ha,7/25/2016,2016,207,79,2.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0003,1.51032,stalk_dw,avg,ton_ha,7/25/2016,2016,207,79,3.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0003,1.04892,stalk_dw,avg,ton_ha,7/25/2016,2016,207,79,4.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0003,5.14476,stalk_dw,avg,ton_ha,8/18/2016,2016,231,104,1.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0003,4.58844,stalk_dw,avg,ton_ha,8/18/2016,2016,231,104,2.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0003,4.4534400000000005,stalk_dw,avg,ton_ha,8/18/2016,2016,231,104,3.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0003,4.04844,stalk_dw,avg,ton_ha,8/18/2016,2016,231,104,4.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0003,6.990360000000001,stalk_dw,avg,ton_ha,9/15/2016,2016,259,131,1.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0003,5.77956,stalk_dw,avg,ton_ha,9/15/2016,2016,259,131,2.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
