time,tile,y,x,tstar,rad_net_tile,le,ftl,fqw,gc,time_value,run_ini,run_end,time_delta,date,year,doy_f,doy,dap_f,dap,das_f,das
1,1,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,86400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,1 days,2016-03-02 06:00:00,2016,61.25,62,-99.75,-98,1.0,1
1,2,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,86400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,1 days,2016-03-02 06:00:00,2016,61.25,62,-99.75,-98,1.0,1
1,3,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,86400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,1 days,2016-03-02 06:00:00,2016,61.25,62,-99.75,-98,1.0,1
1,4,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,86400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,1 days,2016-03-02 06:00:00,2016,61.25,62,-99.75,-98,1.0,1
1,5,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,86400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,1 days,2016-03-02 06:00:00,2016,61.25,62,-99.75,-98,1.0,1
1,6,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,86400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,1 days,2016-03-02 06:00:00,2016,61.25,62,-99.75,-98,1.0,1
1,7,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,86400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,1 days,2016-03-02 06:00:00,2016,61.25,62,-99.75,-98,1.0,1
1,8,1,1,289.8326,95.70348,6.7669225,-6.81508,2.7056878e-06,0.0071628257,86400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,1 days,2016-03-02 06:00:00,2016,61.25,62,-99.75,-98,1.0,1
1,9,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,86400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,1 days,2016-03-02 06:00:00,2016,61.25,62,-99.75,-98,1.0,1
1,10,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,86400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,1 days,2016-03-02 06:00:00,2016,61.25,62,-99.75,-98,1.0,1
1,11,1,1,273.14993,0.0,0.0,0.0,-1e+20,0.0,86400.0,2016-03-01 06:00:00,2016-10-30 06:00:00,1 days,2016-03-02 06:00:00,2016,61.25,62,-99.75,-98,1.0,1
