run_id,obs_value,variable,obs_type,units_x,date,year,doy,dae,sub_plot,valid,class,subclass,data_type,description,label_var,units_y,vector,sim_code,unit_fac,SAMUCA_sim_code,DSSAT_sim_code
MZ0002,0.0,grain_dw,avg,ton/ha,12/19/2018,2018,353,8,1.0,1,plan,biomass,real,Grain Dry Weight,Grain Dry Mass,ton/ha,F,cropharvc,10.0,,GWAD
MZ0002,0.0,grain_dw,avg,ton/ha,12/26/2018,2018,360,15,1.0,1,plan,biomass,real,Grain Dry Weight,Grain Dry Mass,ton/ha,F,cropharvc,10.0,,GWAD
MZ0002,0.0,grain_dw,avg,ton/ha,01/02/2019,2019,2,22,1.0,1,plan,biomass,real,Grain Dry Weight,Grain Dry Mass,ton/ha,F,cropharvc,10.0,,GWAD
MZ0002,0.0,grain_dw,avg,ton/ha,01/17/2019,2019,17,37,1.0,1,plan,biomass,real,Grain Dry Weight,Grain Dry Mass,ton/ha,F,cropharvc,10.0,,GWAD
MZ0002,0.0,grain_dw,avg,ton/ha,01/23/2019,2019,23,43,1.0,1,plan,biomass,real,Grain Dry Weight,Grain Dry Mass,ton/ha,F,cropharvc,10.0,,GWAD
MZ0002,0.0,grain_dw,avg,ton/ha,01/31/2019,2019,31,51,1.0,1,plan,biomass,real,Grain Dry Weight,Grain Dry Mass,ton/ha,F,cropharvc,10.0,,GWAD
MZ0002,0.0,grain_dw,avg,ton/ha,02/07/2019,2019,38,58,1.0,1,plan,biomass,real,Grain Dry Weight,Grain Dry Mass,ton/ha,F,cropharvc,10.0,,GWAD
MZ0002,0.706972222,grain_dw,avg,ton/ha,02/14/2019,2019,45,65,1.0,1,plan,biomass,real,Grain Dry Weight,Grain Dry Mass,ton/ha,F,cropharvc,10.0,,GWAD
MZ0002,0.9513888890000001,grain_dw,avg,ton/ha,02/21/2019,2019,52,72,1.0,1,plan,biomass,real,Grain Dry Weight,Grain Dry Mass,ton/ha,F,cropharvc,10.0,,GWAD
MZ0002,3.0568611110000004,grain_dw,avg,ton/ha,03/01/2019,2019,60,80,1.0,1,plan,biomass,real,Grain Dry Weight,Grain Dry Mass,ton/ha,F,cropharvc,10.0,,GWAD
