model,bias,mse,rmse,mae,rrmse,rmae,ef,r,r2,d,cc,a,b,aic,bic,pval,fval,mi_sim,sd_sim,cv_sim,mi_obs,sd_obs,cv_obs,n,run_id
grain_dw,-1.1141591271725086,3.606265946761132,1.8990171001760705,1.129653563812282,1.2003862928742266,0.721649995532885,0.2456369155677003,0.9598520725196882,0.9213160011203407,0.6497328250653076,0.44483363472253257,-0.010269561704214943,0.3022211842578104,-1.864613402333859,-0.7347146874107855,2.0594118606745314e-07,128.79970714024927,0.4678458585967222,0.688429160263878,1.471487131100793,1.5820049857692309,2.1864455262625926,1.3820724624325122,13,MZ0002
lai,-2.2789164487104188,6.337296113414602,2.5173986798706722,2.2789164487104188,0.5821065679185696,0.5265590409548473,-4.547561759227702,0.43301031345258845,0.1874979315563089,0.43433469371882305,0.11927329714807451,0.4212040204884884,0.375642057867131,23.832674204702798,23.99155728806247,0.2838828288090484,1.384596585080347,2.0457189679145813,0.9272074186015362,0.4532428124996745,4.324635416625,1.0688110304896388,0.24714477118252717,8,MZ0002
leaf_dw,-1.6579421803444976,3.9483835895503407,1.9870539976433306,1.7173875528526201,0.8321919987683509,0.7909821651720927,-1.1089821483271303,0.7529999470906782,0.5670089203185642,0.569052434192965,0.17506489514252574,0.19546438107652583,0.22378047465814693,6.614826945565163,7.744725660488236,0.002967084210128633,14.404680410721214,0.7297928622708871,0.4066309791863727,0.5571868405523511,2.3877350426153847,1.3682744496834143,0.5730428314963651,13,MZ0002
stalk_dw,-3.0315455414065613,11.527922824251227,3.3952794913307547,3.0315455414065613,0.7946233353585849,0.742474539807746,-1.373616887774642,0.8624304668899268,0.743786310219977,0.5760987572366558,0.2199262403179286,-0.18840068389575057,0.33459697342990724,19.116858898553485,20.246757613476557,0.00014861166529698674,31.9329127941769,1.2412706977472856,0.8550039802733443,0.6888134730200627,4.272816239153847,2.2037900532724217,0.5157699114410879,13,MZ0002
