run_id,obs_value,variable,obs_type,units,date,year,doy,dae,sub_plot,valid
MZ0001,4.811222222,stalk_dw,avg,ton/ha,17/01/2019,2019,17,37,3,1
MZ0001,3.780111111,stalk_dw,avg,ton/ha,23/01/2019,2019,23,43,3,1
MZ0001,5.173777778,stalk_dw,avg,ton/ha,31/01/2019,2019,31,51,3,1
MZ0001,7.700111111,stalk_dw,avg,ton/ha,7/2/2019,2019,38,58,3,1
MZ0001,6.385444444,stalk_dw,avg,ton/ha,14/02/2019,2019,45,65,3,1
MZ0001,5.013333333,stalk_dw,avg,ton/ha,21/02/2019,2019,52,72,3,1
MZ0001,6.329333333,stalk_dw,avg,ton/ha,1/3/2019,2019,60,80,3,1
MZ0001,5.789555556,stalk_dw,avg,ton/ha,8/3/2019,2019,67,87,3,1
MZ0001,5.25,stalk_dw,avg,ton/ha,14/03/2019,2019,73,93,3,1
MZ0001,5.111111111,stalk_dw,avg,ton/ha,22/03/2019,2019,81,101,3,1
MZ0001,0,cob_dw,avg,ton/ha,19/12/2018,2018,353,8,3,1
MZ0001,0,cob_dw,avg,ton/ha,26/12/2018,2018,360,15,3,1
MZ0001,0,cob_dw,avg,ton/ha,2/1/2019,2019,2,22,3,1
MZ0001,0,cob_dw,avg,ton/ha,9/1/2019,2019,9,29,3,1
MZ0001,0,cob_dw,avg,ton/ha,17/01/2019,2019,17,37,3,1
MZ0001,0.435333333,cob_dw,avg,ton/ha,23/01/2019,2019,23,43,3,1
MZ0001,2.887555556,cob_dw,avg,ton/ha,31/01/2019,2019,31,51,3,1
MZ0001,7.026111111,cob_dw,avg,ton/ha,7/2/2019,2019,38,58,3,1
MZ0001,4.656666667,cob_dw,avg,ton/ha,14/02/2019,2019,45,65,3,1
MZ0001,2.936111111,cob_dw,avg,ton/ha,21/02/2019,2019,52,72,3,1
MZ0001,4.996666667,cob_dw,avg,ton/ha,1/3/2019,2019,60,80,3,1
MZ0001,4.707777778,cob_dw,avg,ton/ha,8/3/2019,2019,67,87,3,1
MZ0001,4.065222222,cob_dw,avg,ton/ha,14/03/2019,2019,73,93,3,1
MZ0001,2.5,cob_dw,avg,ton/ha,22/03/2019,2019,81,101,3,1
MZ0001,0,grain_dw,avg,ton/ha,19/12/2018,2018,353,8,3,1
MZ0001,0,grain_dw,avg,ton/ha,26/12/2018,2018,360,15,3,1
MZ0001,0,grain_dw,avg,ton/ha,2/1/2019,2019,2,22,3,1
MZ0001,0,grain_dw,avg,ton/ha,9/1/2019,2019,9,29,3,1
MZ0001,0,grain_dw,avg,ton/ha,17/01/2019,2019,17,37,3,1
MZ0001,0,grain_dw,avg,ton/ha,23/01/2019,2019,23,43,3,1
MZ0001,0,grain_dw,avg,ton/ha,31/01/2019,2019,31,51,3,1
MZ0001,0,grain_dw,avg,ton/ha,7/2/2019,2019,38,58,3,1
MZ0001,2.644444444,grain_dw,avg,ton/ha,14/02/2019,2019,45,65,3,1
MZ0001,2.903,grain_dw,avg,ton/ha,21/02/2019,2019,52,72,3,1
MZ0001,8.055111111,grain_dw,avg,ton/ha,1/3/2019,2019,60,80,3,1
MZ0001,10.00111111,grain_dw,avg,ton/ha,8/3/2019,2019,67,87,3,1
MZ0001,8.021666667,grain_dw,avg,ton/ha,14/03/2019,2019,73,93,3,1
MZ0001,10.27777778,grain_dw,avg,ton/ha,22/03/2019,2019,81,101,3,1
MZ0001,2.173444444,leaf_fw,avg,ton/ha,19/12/2018,2018,353,8,4,1
MZ0001,5.438555556,leaf_fw,avg,ton/ha,26/12/2018,2018,360,15,4,1
MZ0001,6.074888889,leaf_fw,avg,ton/ha,2/1/2019,2019,2,22,4,1
MZ0001,8.190888889,leaf_fw,avg,ton/ha,9/1/2019,2019,9,29,4,1
MZ0001,13.35,leaf_fw,avg,ton/ha,17/01/2019,2019,17,37,4,1
MZ0001,12.01244444,leaf_fw,avg,ton/ha,23/01/2019,2019,23,43,4,1
MZ0001,12.47333333,leaf_fw,avg,ton/ha,31/01/2019,2019,31,51,4,1
MZ0001,20.49944444,leaf_fw,avg,ton/ha,7/2/2019,2019,38,58,4,1
MZ0001,15.83333333,leaf_fw,avg,ton/ha,14/02/2019,2019,45,65,4,1
MZ0001,12.77777778,leaf_fw,avg,ton/ha,1/3/2019,2019,60,80,4,1
MZ0001,14.5,leaf_fw,avg,ton/ha,8/3/2019,2019,67,87,4,1
MZ0001,12.83333333,leaf_fw,avg,ton/ha,14/03/2019,2019,73,93,4,1
MZ0001,4.888888889,leaf_fw,avg,ton/ha,22/03/2019,2019,81,101,4,1
MZ0001,1.821222222,stalk_fw,avg,ton/ha,19/12/2018,2018,353,8,4,1
MZ0001,7.316555556,stalk_fw,avg,ton/ha,26/12/2018,2018,360,15,4,1
MZ0001,13.23111111,stalk_fw,avg,ton/ha,2/1/2019,2019,2,22,4,1
MZ0001,17.42977778,stalk_fw,avg,ton/ha,9/1/2019,2019,9,29,4,1
MZ0001,35.133,stalk_fw,avg,ton/ha,17/01/2019,2019,17,37,4,1
MZ0001,25.14966667,stalk_fw,avg,ton/ha,23/01/2019,2019,23,43,4,1
MZ0001,32.39255556,stalk_fw,avg,ton/ha,31/01/2019,2019,31,51,4,1
MZ0001,32.07377778,stalk_fw,avg,ton/ha,7/2/2019,2019,38,58,4,1
MZ0001,27.72222222,stalk_fw,avg,ton/ha,14/02/2019,2019,45,65,4,1
MZ0001,30.94444444,stalk_fw,avg,ton/ha,1/3/2019,2019,60,80,4,1
MZ0001,24.94444444,stalk_fw,avg,ton/ha,8/3/2019,2019,67,87,4,1
MZ0001,27.11111111,stalk_fw,avg,ton/ha,14/03/2019,2019,73,93,4,1
MZ0001,16.55555556,stalk_fw,avg,ton/ha,22/03/2019,2019,81,101,4,1
MZ0001,0,cob_fw,avg,ton/ha,19/12/2018,2018,353,8,4,1
MZ0001,0,cob_fw,avg,ton/ha,26/12/2018,2018,360,15,4,1
MZ0001,0,cob_fw,avg,ton/ha,2/1/2019,2019,2,22,4,1
MZ0001,0,cob_fw,avg,ton/ha,9/1/2019,2019,9,29,4,1
MZ0001,0,cob_fw,avg,ton/ha,17/01/2019,2019,17,37,4,1
MZ0001,1.236666667,cob_fw,avg,ton/ha,23/01/2019,2019,23,43,4,1
MZ0001,17.32944444,cob_fw,avg,ton/ha,31/01/2019,2019,31,51,4,1
MZ0001,23.74277778,cob_fw,avg,ton/ha,7/2/2019,2019,38,58,4,1
MZ0001,19.61111111,cob_fw,avg,ton/ha,14/02/2019,2019,45,65,4,1
MZ0001,11.5,cob_fw,avg,ton/ha,1/3/2019,2019,60,80,4,1
MZ0001,10.72222222,cob_fw,avg,ton/ha,8/3/2019,2019,67,87,4,1
MZ0001,8,cob_fw,avg,ton/ha,14/03/2019,2019,73,93,4,1
MZ0001,5.555555556,cob_fw,avg,ton/ha,22/03/2019,2019,81,101,4,1
MZ0001,0,cob_n,msr,n_m,19/12/2018,2018,353,8,4,1
MZ0001,0,cob_n,msr,n_m,26/12/2018,2018,360,15,4,1
MZ0001,0,cob_n,msr,n_m,2/1/2019,2019,2,22,4,1
MZ0001,0,cob_n,msr,n_m,9/1/2019,2019,9,29,4,1
MZ0001,0,cob_n,msr,n_m,17/01/2019,2019,17,37,4,1
MZ0001,4,cob_n,msr,n_m,23/01/2019,2019,23,43,4,1
MZ0001,13,cob_n,msr,n_m,31/01/2019,2019,31,51,4,1
MZ0001,11,cob_n,msr,n_m,7/2/2019,2019,38,58,4,1
MZ0001,14,cob_n,msr,n_m,14/02/2019,2019,45,65,4,1
MZ0001,8,cob_n,msr,n_m,1/3/2019,2019,60,80,4,1
MZ0001,7,cob_n,msr,n_m,8/3/2019,2019,67,87,4,1
MZ0001,8,cob_n,msr,n_m,14/03/2019,2019,73,93,4,1
MZ0001,6,cob_n,msr,n_m,22/03/2019,2019,81,101,4,1
MZ0001,0,grain_fw,avg,ton/ha,19/12/2018,2018,353,8,4,1
MZ0001,0,grain_fw,avg,ton/ha,26/12/2018,2018,360,15,4,1
MZ0001,0,grain_fw,avg,ton/ha,2/1/2019,2019,2,22,4,1
MZ0001,0,grain_fw,avg,ton/ha,9/1/2019,2019,9,29,4,1
MZ0001,0,grain_fw,avg,ton/ha,17/01/2019,2019,17,37,4,1
MZ0001,0,grain_fw,avg,ton/ha,23/01/2019,2019,23,43,4,1
MZ0001,0,grain_fw,avg,ton/ha,31/01/2019,2019,31,51,4,1
MZ0001,0,grain_fw,avg,ton/ha,7/2/2019,2019,38,58,4,1
MZ0001,7.179222222,grain_fw,avg,ton/ha,14/02/2019,2019,45,65,4,1
MZ0001,0,grain_fw,avg,ton/ha,21/02/2019,2019,52,72,4,1
MZ0001,16.22222222,grain_fw,avg,ton/ha,1/3/2019,2019,60,80,4,1
MZ0001,13.74288889,grain_fw,avg,ton/ha,8/3/2019,2019,67,87,4,1
MZ0001,18.55555556,grain_fw,avg,ton/ha,14/03/2019,2019,73,93,4,1
MZ0001,13.94444444,grain_fw,avg,ton/ha,22/03/2019,2019,81,101,4,1
MZ0001,0.298555556,leaf_dw,avg,ton/ha,19/12/2018,2018,353,8,4,1
MZ0001,0.858333333,leaf_dw,avg,ton/ha,26/12/2018,2018,360,15,4,1
MZ0001,1.060555556,leaf_dw,avg,ton/ha,2/1/2019,2019,2,22,4,1
MZ0001,6.386111111,leaf_dw,avg,ton/ha,9/1/2019,2019,9,29,4,1
MZ0001,2.425555556,leaf_dw,avg,ton/ha,17/01/2019,2019,17,37,4,1
MZ0001,2.625111111,leaf_dw,avg,ton/ha,23/01/2019,2019,23,43,4,1
MZ0001,3.37,leaf_dw,avg,ton/ha,31/01/2019,2019,31,51,4,1
MZ0001,4.018333333,leaf_dw,avg,ton/ha,7/2/2019,2019,38,58,4,1
MZ0001,3.725,leaf_dw,avg,ton/ha,14/02/2019,2019,45,65,4,1
MZ0001,3.392111111,leaf_dw,avg,ton/ha,1/3/2019,2019,60,80,4,1
MZ0001,3.700555556,leaf_dw,avg,ton/ha,8/3/2019,2019,67,87,4,1
MZ0001,3.950888889,leaf_dw,avg,ton/ha,14/03/2019,2019,73,93,4,1
MZ0001,0.135,stalk_dw,avg,ton/ha,19/12/2018,2018,353,8,4,1
MZ0001,0.838444444,stalk_dw,avg,ton/ha,26/12/2018,2018,360,15,4,1
MZ0001,1.449,stalk_dw,avg,ton/ha,2/1/2019,2019,2,22,4,1
MZ0001,6.192666667,stalk_dw,avg,ton/ha,9/1/2019,2019,9,29,4,1
MZ0001,3.902444444,stalk_dw,avg,ton/ha,17/01/2019,2019,17,37,4,1
MZ0001,4.079888889,stalk_dw,avg,ton/ha,23/01/2019,2019,23,43,4,1
MZ0001,7.245222222,stalk_dw,avg,ton/ha,31/01/2019,2019,31,51,4,1
MZ0001,5.782222222,stalk_dw,avg,ton/ha,7/2/2019,2019,38,58,4,1
MZ0001,6.392444444,stalk_dw,avg,ton/ha,14/02/2019,2019,45,65,4,1
MZ0001,6.210222222,stalk_dw,avg,ton/ha,1/3/2019,2019,60,80,4,1
MZ0001,6.060555556,stalk_dw,avg,ton/ha,8/3/2019,2019,67,87,4,1
MZ0001,6.398888889,stalk_dw,avg,ton/ha,14/03/2019,2019,73,93,4,1
MZ0001,4.888888889,stalk_dw,avg,ton/ha,22/03/2019,2019,81,101,4,1
MZ0001,0,cob_dw,avg,ton/ha,19/12/2018,2018,353,8,4,1
MZ0001,0,cob_dw,avg,ton/ha,26/12/2018,2018,360,15,4,1
MZ0001,0,cob_dw,avg,ton/ha,2/1/2019,2019,2,22,4,1
MZ0001,0,cob_dw,avg,ton/ha,9/1/2019,2019,9,29,4,1
MZ0001,0,cob_dw,avg,ton/ha,17/01/2019,2019,17,37,4,1
MZ0001,0.176888889,cob_dw,avg,ton/ha,23/01/2019,2019,23,43,4,1
MZ0001,3.778555556,cob_dw,avg,ton/ha,31/01/2019,2019,31,51,4,1
MZ0001,4.056666667,cob_dw,avg,ton/ha,7/2/2019,2019,38,58,4,1
MZ0001,5.097666667,cob_dw,avg,ton/ha,14/02/2019,2019,45,65,4,1
MZ0001,4.323444444,cob_dw,avg,ton/ha,1/3/2019,2019,60,80,4,1
MZ0001,4.003555556,cob_dw,avg,ton/ha,8/3/2019,2019,67,87,4,1
MZ0001,2.555555556,cob_dw,avg,ton/ha,22/03/2019,2019,81,101,4,1
MZ0001,0,grain_dw,avg,ton/ha,19/12/2018,2018,353,8,4,1
MZ0001,0,grain_dw,avg,ton/ha,26/12/2018,2018,360,15,4,1
MZ0001,0,grain_dw,avg,ton/ha,2/1/2019,2019,2,22,4,1
MZ0001,0,grain_dw,avg,ton/ha,9/1/2019,2019,9,29,4,1
MZ0001,0,grain_dw,avg,ton/ha,17/01/2019,2019,17,37,4,1
MZ0001,0,grain_dw,avg,ton/ha,23/01/2019,2019,23,43,4,1
MZ0001,0,grain_dw,avg,ton/ha,31/01/2019,2019,31,51,4,1
MZ0001,0,grain_dw,avg,ton/ha,7/2/2019,2019,38,58,4,1
MZ0001,2.318666667,grain_dw,avg,ton/ha,14/02/2019,2019,45,65,4,1
MZ0001,6.671555556,grain_dw,avg,ton/ha,1/3/2019,2019,60,80,4,1
MZ0001,8.168333333,grain_dw,avg,ton/ha,8/3/2019,2019,67,87,4,1
MZ0001,9.231555556,grain_dw,avg,ton/ha,14/03/2019,2019,73,93,4,1
MZ0001,9.944444444,grain_dw,avg,ton/ha,22/03/2019,2019,81,101,4,1
MZ0002,2.110444444,leaf_fw,avg,ton/ha,19/12/2018,2018,353,8,1,1
MZ0002,3.444111111,leaf_fw,avg,ton/ha,26/12/2018,2018,360,15,1,1
MZ0002,3.494777778,leaf_fw,avg,ton/ha,2/1/2019,2019,2,22,1,1
MZ0002,14.04944444,leaf_fw,avg,ton/ha,9/1/2019,2019,9,29,1,1
MZ0002,16.937,leaf_fw,avg,ton/ha,17/01/2019,2019,17,37,1,1
MZ0002,15.358,leaf_fw,avg,ton/ha,23/01/2019,2019,23,43,1,1
MZ0002,13.08555556,leaf_fw,avg,ton/ha,31/01/2019,2019,31,51,1,1
MZ0002,15.49144444,leaf_fw,avg,ton/ha,7/2/2019,2019,38,58,1,1
MZ0002,12.05555556,leaf_fw,avg,ton/ha,14/02/2019,2019,45,65,1,1
MZ0002,13.77777778,leaf_fw,avg,ton/ha,1/3/2019,2019,60,80,1,1
MZ0002,13.83333333,leaf_fw,avg,ton/ha,8/3/2019,2019,67,87,1,1
MZ0002,12.5,leaf_fw,avg,ton/ha,14/03/2019,2019,73,93,1,1
MZ0002,6.888888889,leaf_fw,avg,ton/ha,22/03/2019,2019,81,101,1,1
MZ0002,1.613666667,stalk_fw,avg,ton/ha,19/12/2018,2018,353,8,1,1
MZ0002,2.896666667,stalk_fw,avg,ton/ha,26/12/2018,2018,360,15,1,1
MZ0002,8.733666667,stalk_fw,avg,ton/ha,2/1/2019,2019,2,22,1,1
MZ0002,30.89577778,stalk_fw,avg,ton/ha,9/1/2019,2019,9,29,1,1
MZ0002,30.75222222,stalk_fw,avg,ton/ha,17/01/2019,2019,17,37,1,1
MZ0002,29.11444444,stalk_fw,avg,ton/ha,23/01/2019,2019,23,43,1,1
MZ0002,26.38566667,stalk_fw,avg,ton/ha,31/01/2019,2019,31,51,1,1
MZ0002,25.24333333,stalk_fw,avg,ton/ha,7/2/2019,2019,38,58,1,1
MZ0002,27.05555556,stalk_fw,avg,ton/ha,14/02/2019,2019,45,65,1,1
MZ0002,24.27777778,stalk_fw,avg,ton/ha,1/3/2019,2019,60,80,1,1
MZ0002,25.27777778,stalk_fw,avg,ton/ha,8/3/2019,2019,67,87,1,1
MZ0002,21.44444444,stalk_fw,avg,ton/ha,14/03/2019,2019,73,93,1,1
MZ0002,21.05555556,stalk_fw,avg,ton/ha,22/03/2019,2019,81,101,1,1
MZ0002,0,cob_fw,avg,ton/ha,19/12/2018,2018,353,8,1,1
MZ0002,0,cob_fw,avg,ton/ha,26/12/2018,2018,360,15,1,1
MZ0002,0,cob_fw,avg,ton/ha,2/1/2019,2019,2,22,1,1
MZ0002,0,cob_fw,avg,ton/ha,9/1/2019,2019,9,29,1,1
MZ0002,0,cob_fw,avg,ton/ha,17/01/2019,2019,17,37,1,1
MZ0002,0,cob_fw,avg,ton/ha,23/01/2019,2019,23,43,1,1
MZ0002,11.02777778,cob_fw,avg,ton/ha,31/01/2019,2019,31,51,1,1
MZ0002,11.03922222,cob_fw,avg,ton/ha,7/2/2019,2019,38,58,1,1
MZ0002,15.72222222,cob_fw,avg,ton/ha,14/02/2019,2019,45,65,1,1
MZ0002,8.944444444,cob_fw,avg,ton/ha,1/3/2019,2019,60,80,1,1
MZ0002,10.47911111,cob_fw,avg,ton/ha,8/3/2019,2019,67,87,1,1
MZ0002,17.33333333,cob_fw,avg,ton/ha,14/03/2019,2019,73,93,1,1
MZ0002,5.611111111,cob_fw,avg,ton/ha,22/03/2019,2019,81,101,1,1
MZ0002,0,cob_n,msr,n_m,19/12/2018,2018,353,8,1,1
MZ0002,0,cob_n,msr,n_m,26/12/2018,2018,360,15,1,1
MZ0002,0,cob_n,msr,n_m,2/1/2019,2019,2,22,1,1
MZ0002,0,cob_n,msr,n_m,9/1/2019,2019,9,29,1,1
MZ0002,0,cob_n,msr,n_m,17/01/2019,2019,17,37,1,1
MZ0002,0,cob_n,msr,n_m,23/01/2019,2019,23,43,1,1
MZ0002,11,cob_n,msr,n_m,31/01/2019,2019,31,51,1,1
MZ0002,9,cob_n,msr,n_m,7/2/2019,2019,38,58,1,1
MZ0002,10,cob_n,msr,n_m,14/02/2019,2019,45,65,1,1
MZ0002,9,cob_n,msr,n_m,1/3/2019,2019,60,80,1,1
MZ0002,8,cob_n,msr,n_m,8/3/2019,2019,67,87,1,1
MZ0002,7,cob_n,msr,n_m,14/03/2019,2019,73,93,1,1
MZ0002,10,cob_n,msr,n_m,22/03/2019,2019,81,101,1,1
MZ0002,0,grain_fw,avg,ton/ha,19/12/2018,2018,353,8,1,1
MZ0002,0,grain_fw,avg,ton/ha,26/12/2018,2018,360,15,1,1
MZ0002,0,grain_fw,avg,ton/ha,2/1/2019,2019,2,22,1,1
MZ0002,0,grain_fw,avg,ton/ha,9/1/2019,2019,9,29,1,1
MZ0002,0,grain_fw,avg,ton/ha,17/01/2019,2019,17,37,1,1
MZ0002,0,grain_fw,avg,ton/ha,23/01/2019,2019,23,43,1,1
MZ0002,0,grain_fw,avg,ton/ha,31/01/2019,2019,31,51,1,1
MZ0002,0,grain_fw,avg,ton/ha,7/2/2019,2019,38,58,1,1
MZ0002,3.049333333,grain_fw,avg,ton/ha,14/02/2019,2019,45,65,1,1
MZ0002,3.777777778,grain_fw,avg,ton/ha,1/3/2019,2019,60,80,1,1
MZ0002,10.57855556,grain_fw,avg,ton/ha,8/3/2019,2019,67,87,1,1
MZ0002,10,grain_fw,avg,ton/ha,14/03/2019,2019,73,93,1,1
MZ0002,10.83333333,grain_fw,avg,ton/ha,22/03/2019,2019,81,101,1,1
MZ0002,0.314222222,leaf_dw,avg,ton/ha,19/12/2018,2018,353,8,1,1
MZ0002,0.537,leaf_dw,avg,ton/ha,26/12/2018,2018,360,15,1,1
MZ0002,0.567333333,leaf_dw,avg,ton/ha,2/1/2019,2019,2,22,1,1
MZ0002,7.199444444,leaf_dw,avg,ton/ha,9/1/2019,2019,9,29,1,1
MZ0002,2.807666667,leaf_dw,avg,ton/ha,17/01/2019,2019,17,37,1,1
MZ0002,3.745444444,leaf_dw,avg,ton/ha,23/01/2019,2019,23,43,1,1
MZ0002,3.947111111,leaf_dw,avg,ton/ha,31/01/2019,2019,31,51,1,1
MZ0002,3.205888889,leaf_dw,avg,ton/ha,7/2/2019,2019,38,58,1,1
MZ0002,2.844333333,leaf_dw,avg,ton/ha,14/02/2019,2019,45,65,1,1
MZ0002,2.514111111,leaf_dw,avg,ton/ha,21/02/2019,2019,52,72,1,1
MZ0002,3.720333333,leaf_dw,avg,ton/ha,1/3/2019,2019,60,80,1,1
MZ0002,3.183111111,leaf_dw,avg,ton/ha,8/3/2019,2019,67,87,1,1
MZ0002,3.395,leaf_dw,avg,ton/ha,14/03/2019,2019,73,93,1,1
MZ0002,0.139333333,stalk_dw,avg,ton/ha,19/12/2018,2018,353,8,1,1
MZ0002,0.355111111,stalk_dw,avg,ton/ha,26/12/2018,2018,360,15,1,1
MZ0002,0.802888889,stalk_dw,avg,ton/ha,2/1/2019,2019,2,22,1,1
MZ0002,6.930777778,stalk_dw,avg,ton/ha,9/1/2019,2019,9,29,1,1
MZ0002,3.601333333,stalk_dw,avg,ton/ha,17/01/2019,2019,17,37,1,1
MZ0002,4.864222222,stalk_dw,avg,ton/ha,23/01/2019,2019,23,43,1,1
MZ0002,6.184666667,stalk_dw,avg,ton/ha,31/01/2019,2019,31,51,1,1
MZ0002,2.147222222,stalk_dw,avg,ton/ha,7/2/2019,2019,38,58,1,1
MZ0002,5.896888889,stalk_dw,avg,ton/ha,14/02/2019,2019,45,65,1,1
MZ0002,4.144666667,stalk_dw,avg,ton/ha,21/02/2019,2019,52,72,1,1
MZ0002,6.102888889,stalk_dw,avg,ton/ha,1/3/2019,2019,60,80,1,1
MZ0002,5.840555556,stalk_dw,avg,ton/ha,8/3/2019,2019,67,87,1,1
MZ0002,5.492444444,stalk_dw,avg,ton/ha,14/03/2019,2019,73,93,1,1
MZ0002,5.5,stalk_dw,avg,ton/ha,22/03/2019,2019,81,101,1,1
MZ0002,0,cob_dw,avg,ton/ha,19/12/2018,2018,353,8,1,1
MZ0002,0,cob_dw,avg,ton/ha,26/12/2018,2018,360,15,1,1
MZ0002,0,cob_dw,avg,ton/ha,2/1/2019,2019,2,22,1,1
MZ0002,0,cob_dw,avg,ton/ha,9/1/2019,2019,9,29,1,1
MZ0002,0,cob_dw,avg,ton/ha,17/01/2019,2019,17,37,1,1
MZ0002,0,cob_dw,avg,ton/ha,23/01/2019,2019,23,43,1,1
MZ0002,3.957444444,cob_dw,avg,ton/ha,31/01/2019,2019,31,51,1,1
MZ0002,1.722777778,cob_dw,avg,ton/ha,7/2/2019,2019,38,58,1,1
MZ0002,3.506555556,cob_dw,avg,ton/ha,14/02/2019,2019,45,65,1,1
MZ0002,1.959555556,cob_dw,avg,ton/ha,21/02/2019,2019,52,72,1,1
MZ0002,3.096222222,cob_dw,avg,ton/ha,1/3/2019,2019,60,80,1,1
MZ0002,3.478888889,cob_dw,avg,ton/ha,8/3/2019,2019,67,87,1,1
MZ0002,2.611111111,cob_dw,avg,ton/ha,22/03/2019,2019,81,101,1,1
MZ0002,0,grain_dw,avg,ton/ha,19/12/2018,2018,353,8,1,1
MZ0002,0,grain_dw,avg,ton/ha,26/12/2018,2018,360,15,1,1
MZ0002,0,grain_dw,avg,ton/ha,2/1/2019,2019,2,22,1,1
MZ0002,0,grain_dw,avg,ton/ha,9/1/2019,2019,9,29,1,1
MZ0002,0,grain_dw,avg,ton/ha,17/01/2019,2019,17,37,1,1
MZ0002,0,grain_dw,avg,ton/ha,23/01/2019,2019,23,43,1,1
MZ0002,0,grain_dw,avg,ton/ha,31/01/2019,2019,31,51,1,1
MZ0002,0,grain_dw,avg,ton/ha,7/2/2019,2019,38,58,1,1
MZ0002,0.816333333,grain_dw,avg,ton/ha,14/02/2019,2019,45,65,1,1
MZ0002,0.850888889,grain_dw,avg,ton/ha,21/02/2019,2019,52,72,1,1
MZ0002,2.116555556,grain_dw,avg,ton/ha,1/3/2019,2019,60,80,1,1
MZ0002,5.861444444,grain_dw,avg,ton/ha,8/3/2019,2019,67,87,1,1
MZ0002,6.179222222,grain_dw,avg,ton/ha,14/03/2019,2019,73,93,1,1
MZ0002,6.833333333,grain_dw,avg,ton/ha,22/03/2019,2019,81,101,1,1
MZ0002,1.803555556,leaf_fw,avg,ton/ha,19/12/2018,2018,353,8,2,1
MZ0002,3.033222222,leaf_fw,avg,ton/ha,26/12/2018,2018,360,15,2,1
MZ0002,2.624333333,leaf_fw,avg,ton/ha,2/1/2019,2019,2,22,2,1
MZ0002,13.38211111,leaf_fw,avg,ton/ha,9/1/2019,2019,9,29,2,1
MZ0002,16.41077778,leaf_fw,avg,ton/ha,17/01/2019,2019,17,37,2,1
MZ0002,16.59133333,leaf_fw,avg,ton/ha,23/01/2019,2019,23,43,2,1
MZ0002,11.34366667,leaf_fw,avg,ton/ha,31/01/2019,2019,31,51,2,1
MZ0002,15.03966667,leaf_fw,avg,ton/ha,7/2/2019,2019,38,58,2,1
MZ0002,16.11111111,leaf_fw,avg,ton/ha,14/02/2019,2019,45,65,2,1
MZ0002,11.38888889,leaf_fw,avg,ton/ha,1/3/2019,2019,60,80,2,1
MZ0002,14.77777778,leaf_fw,avg,ton/ha,8/3/2019,2019,67,87,2,1
MZ0002,9.388888889,leaf_fw,avg,ton/ha,14/03/2019,2019,73,93,2,1
MZ0002,4.611111111,leaf_fw,avg,ton/ha,22/03/2019,2019,81,101,2,1
MZ0002,1.403111111,stalk_fw,avg,ton/ha,19/12/2018,2018,353,8,2,1
MZ0002,4.282222222,stalk_fw,avg,ton/ha,26/12/2018,2018,360,15,2,1
MZ0002,3.878777778,stalk_fw,avg,ton/ha,2/1/2019,2019,2,22,2,1
MZ0002,30.31077778,stalk_fw,avg,ton/ha,9/1/2019,2019,9,29,2,1
MZ0002,32.22166667,stalk_fw,avg,ton/ha,17/01/2019,2019,17,37,2,1
MZ0002,27.02566667,stalk_fw,avg,ton/ha,23/01/2019,2019,23,43,2,1
MZ0002,27.83188889,stalk_fw,avg,ton/ha,31/01/2019,2019,31,51,2,1
MZ0002,27.65444444,stalk_fw,avg,ton/ha,7/2/2019,2019,38,58,2,1
MZ0002,33.66666667,stalk_fw,avg,ton/ha,14/02/2019,2019,45,65,2,1
MZ0002,23.27777778,stalk_fw,avg,ton/ha,1/3/2019,2019,60,80,2,1
MZ0002,28.77777778,stalk_fw,avg,ton/ha,8/3/2019,2019,67,87,2,1
MZ0002,21.16666667,stalk_fw,avg,ton/ha,14/03/2019,2019,73,93,2,1
MZ0002,25.5,stalk_fw,avg,ton/ha,22/03/2019,2019,81,101,2,1
MZ0002,0,cob_fw,avg,ton/ha,19/12/2018,2018,353,8,2,1
MZ0002,0,cob_fw,avg,ton/ha,26/12/2018,2018,360,15,2,1
MZ0002,0,cob_fw,avg,ton/ha,2/1/2019,2019,2,22,2,1
MZ0002,0,cob_fw,avg,ton/ha,9/1/2019,2019,9,29,2,1
MZ0002,0,cob_fw,avg,ton/ha,17/01/2019,2019,17,37,2,1
MZ0002,0,cob_fw,avg,ton/ha,23/01/2019,2019,23,43,2,1
MZ0002,6.512555556,cob_fw,avg,ton/ha,31/01/2019,2019,31,51,2,1
MZ0002,14.24166667,cob_fw,avg,ton/ha,7/2/2019,2019,38,58,2,1
MZ0002,14,cob_fw,avg,ton/ha,14/02/2019,2019,45,65,2,1
MZ0002,9.444444444,cob_fw,avg,ton/ha,1/3/2019,2019,60,80,2,1
MZ0002,7.418888889,cob_fw,avg,ton/ha,8/3/2019,2019,67,87,2,1
MZ0002,5.590555556,cob_fw,avg,ton/ha,14/03/2019,2019,73,93,2,1
MZ0002,4.277777778,cob_fw,avg,ton/ha,22/03/2019,2019,81,101,2,1
MZ0002,0,cob_n,msr,n_m,19/12/2018,2018,353,8,2,1
MZ0002,0,cob_n,msr,n_m,26/12/2018,2018,360,15,2,1
MZ0002,0,cob_n,msr,n_m,2/1/2019,2019,2,22,2,1
MZ0002,0,cob_n,msr,n_m,9/1/2019,2019,9,29,2,1
MZ0002,0,cob_n,msr,n_m,17/01/2019,2019,17,37,2,1
MZ0002,0,cob_n,msr,n_m,23/01/2019,2019,23,43,2,1
MZ0002,7,cob_n,msr,n_m,31/01/2019,2019,31,51,2,1
MZ0002,11,cob_n,msr,n_m,7/2/2019,2019,38,58,2,1
