run_id,dap,obs_value,variable,variety,units,date,year,doy,obs_type,valid
SC0004,109,2668.005556,la_stk,RB72454,cm2/stk,15/02/2005,2005,44,avg,1
SC0004,129,4048.790556,la_stk,RB72454,cm2/stk,7/3/2005,2005,64,avg,1
SC0004,214,4081.698,la_stk,RB72454,cm2/stk,31/05/2005,2005,149,avg,1
SC0004,271,4405.752125,la_stk,RB72454,cm2/stk,27/07/2005,2005,206,avg,1
SC0004,279,4123.715274,la_stk,RB72454,cm2/stk,4/8/2005,2005,214,avg,1
SC0004,333,4726.479877,la_stk,RB72454,cm2/stk,27/09/2005,2005,268,avg,1
SC0003,42,94.86666667,la_stk,RB72454,cm2/stk,10/12/2004,2004,343,avg,1
SC0003,109,2945.496667,la_stk,RB72454,cm2/stk,15/02/2005,2005,44,avg,1
SC0003,129,4142.069167,la_stk,RB72454,cm2/stk,7/3/2005,2005,64,avg,1
SC0003,214,4382.523,la_stk,RB72454,cm2/stk,31/05/2005,2005,149,avg,1
SC0003,271,4295.83025,la_stk,RB72454,cm2/stk,27/07/2005,2005,206,avg,1
SC0003,279,4397.351001,la_stk,RB72454,cm2/stk,4/8/2005,2005,214,avg,1
SC0003,333,4324.671665,la_stk,RB72454,cm2/stk,27/09/2005,2005,268,avg,1
SC0008,42,72.62222222,la_stk,NCo376,cm2/stk,10/12/2004,2004,343,avg,1
SC0008,109,2078.838889,la_stk,NCo376,cm2/stk,15/02/2005,2005,44,avg,1
SC0008,129,2205.453889,la_stk,NCo376,cm2/stk,7/3/2005,2005,64,avg,1
SC0008,214,2554.618667,la_stk,NCo376,cm2/stk,31/05/2005,2005,149,avg,1
SC0008,271,2712.792875,la_stk,NCo376,cm2/stk,27/07/2005,2005,206,avg,1
SC0008,279,3199.906394,la_stk,NCo376,cm2/stk,4/8/2005,2005,214,avg,1
SC0008,333,2968.306066,la_stk,NCo376,cm2/stk,27/09/2005,2005,268,avg,1
SC0007,42,69.32666667,la_stk,NCo376,cm2/stk,10/12/2004,2004,343,avg,1
SC0007,109,2730.846667,la_stk,NCo376,cm2/stk,15/02/2005,2005,44,avg,1
SC0007,164,2730.846667,la_stk,NCo376,cm2/stk,11/4/2005,2005,99,avg,1
SC0007,214,2628.163,la_stk,NCo376,cm2/stk,31/05/2005,2005,149,avg,1
SC0007,279,2668.30306,la_stk,NCo376,cm2/stk,4/8/2005,2005,214,avg,1
SC0007,333,2925.818158,la_stk,NCo376,cm2/stk,27/09/2005,2005,268,avg,1
SC0006,42,95.77888889,la_stk,SP83-2847,cm2/stk,10/12/2004,2004,343,avg,1
SC0006,109,2793.57,la_stk,SP83-2847,cm2/stk,15/02/2005,2005,44,avg,1
SC0006,129,3647.752778,la_stk,SP83-2847,cm2/stk,7/3/2005,2005,64,avg,1
SC0006,214,4495.248,la_stk,SP83-2847,cm2/stk,31/05/2005,2005,149,avg,1
SC0006,271,4888.475,la_stk,SP83-2847,cm2/stk,27/07/2005,2005,206,avg,1
SC0006,279,5024.016413,la_stk,SP83-2847,cm2/stk,4/8/2005,2005,214,avg,1
SC0006,333,5517.032911,la_stk,SP83-2847,cm2/stk,27/09/2005,2005,268,avg,1
SC0005,42,100.9033333,la_stk,SP83-2847,cm2/stk,10/12/2004,2004,343,avg,1
SC0005,109,2353.615,la_stk,SP83-2847,cm2/stk,15/02/2005,2005,44,avg,1
SC0005,129,3545.961667,la_stk,SP83-2847,cm2/stk,7/3/2005,2005,64,avg,1
SC0005,214,4776.06,la_stk,SP83-2847,cm2/stk,31/05/2005,2005,149,avg,1
SC0005,271,4993.3,la_stk,SP83-2847,cm2/stk,27/07/2005,2005,206,avg,1
SC0005,279,4871.508662,la_stk,SP83-2847,cm2/stk,4/8/2005,2005,214,avg,1
SC0005,333,5241.777454,la_stk,SP83-2847,cm2/stk,27/09/2005,2005,268,avg,1
SC0002,42,44.05277778,la_avg,R570,cm2/leaf,10/12/2004,2004,343,avg,1
SC0002,109,393.0270769,la_avg,R570,cm2/leaf,15/02/2005,2005,44,avg,1
SC0002,129,459.8993372,la_avg,R570,cm2/leaf,7/3/2005,2005,64,avg,1
SC0002,164,492.7889171,la_avg,R570,cm2/leaf,11/4/2005,2005,99,avg,1
SC0002,214,803.2195821,la_avg,R570,cm2/leaf,31/05/2005,2005,149,avg,1
SC0002,271,775.0282839,la_avg,R570,cm2/leaf,27/07/2005,2005,206,avg,1
SC0002,333,669.1059451,la_avg,R570,cm2/leaf,27/09/2005,2005,268,avg,1
SC0001,109,425.9222222,la_avg,R570,cm2/leaf,15/02/2005,2005,44,avg,1
SC0001,129,549.0120988,la_avg,R570,cm2/leaf,7/3/2005,2005,64,avg,1
SC0001,214,1175.576471,la_avg,R570,cm2/leaf,31/05/2005,2005,149,avg,1
SC0001,333,554.6385705,la_avg,R570,cm2/leaf,27/09/2005,2005,268,avg,1
SC0004,109,492.5548718,la_avg,RB72454,cm2/leaf,15/02/2005,2005,44,avg,1
SC0004,129,555.2627048,la_avg,RB72454,cm2/leaf,7/3/2005,2005,64,avg,1
SC0004,214,680.283,la_avg,RB72454,cm2/leaf,31/05/2005,2005,149,avg,1
SC0004,333,597.0290371,la_avg,RB72454,cm2/leaf,27/09/2005,2005,268,avg,1
SC0003,109,501.3611348,la_avg,RB72454,cm2/leaf,15/02/2005,2005,44,avg,1
SC0003,129,543.2221858,la_avg,RB72454,cm2/leaf,7/3/2005,2005,64,avg,1
SC0003,214,738.1091368,la_avg,RB72454,cm2/leaf,31/05/2005,2005,149,avg,1
SC0003,271,592.5283103,la_avg,RB72454,cm2/leaf,27/07/2005,2005,206,avg,1
SC0003,333,528.2041728,la_avg,RB72454,cm2/leaf,27/09/2005,2005,268,avg,1
SC0008,109,332.6142222,la_avg,NCo376,cm2/leaf,15/02/2005,2005,44,avg,1
SC0008,214,400.7244967,la_avg,NCo376,cm2/leaf,31/05/2005,2005,149,avg,1
SC0008,333,357.9866612,la_avg,NCo376,cm2/leaf,27/09/2005,2005,268,avg,1
SC0007,109,424.2091909,la_avg,NCo376,cm2/leaf,15/02/2005,2005,44,avg,1
SC0007,214,512.8122927,la_avg,NCo376,cm2/leaf,31/05/2005,2005,149,avg,1
SC0007,333,468.1309052,la_avg,NCo376,cm2/leaf,27/09/2005,2005,268,avg,1
SC0006,109,459.2169863,la_avg,SP83-2847,cm2/leaf,15/02/2005,2005,44,avg,1
SC0006,129,463.2067019,la_avg,SP83-2847,cm2/leaf,7/3/2005,2005,64,avg,1
SC0006,214,733.9180408,la_avg,SP83-2847,cm2/leaf,31/05/2005,2005,149,avg,1
SC0006,271,733.27125,la_avg,SP83-2847,cm2/leaf,27/07/2005,2005,206,avg,1
SC0006,333,662.0439493,la_avg,SP83-2847,cm2/leaf,27/09/2005,2005,268,avg,1
SC0005,109,376.5784,la_avg,SP83-2847,cm2/leaf,15/02/2005,2005,44,avg,1
SC0005,129,450.2808466,la_avg,SP83-2847,cm2/leaf,7/3/2005,2005,64,avg,1
SC0005,214,796.01,la_avg,SP83-2847,cm2/leaf,31/05/2005,2005,149,avg,1
SC0005,271,688.7310345,la_avg,SP83-2847,cm2/leaf,27/07/2005,2005,206,avg,1
SC0005,333,660.3814115,la_avg,SP83-2847,cm2/leaf,27/09/2005,2005,268,avg,1
SC0002,42,2.182539683,till,R570,#/m2,10/12/2004,2004,343,avg,1
SC0002,68,5.03968254,till,R570,#/m2,5/1/2005,2005,3,avg,1
SC0002,87,5.436507937,till,R570,#/m2,24/01/2005,2005,22,avg,1
SC0002,109,6.468253968,till,R570,#/m2,15/02/2005,2005,44,avg,1
SC0002,129,7.579365079,till,R570,#/m2,7/3/2005,2005,64,avg,1
SC0002,164,7.738095238,till,R570,#/m2,11/4/2005,2005,99,avg,1
SC0002,214,6.26984127,till,R570,#/m2,31/05/2005,2005,149,avg,1
SC0002,271,6.23015873,till,R570,#/m2,27/07/2005,2005,206,avg,1
SC0002,333,6.349206349,till,R570,#/m2,27/09/2005,2005,268,avg,1
SC0001,42,2.142857143,till,R570,#/m2,10/12/2004,2004,343,avg,1
SC0001,68,5.119047619,till,R570,#/m2,5/1/2005,2005,3,avg,1
SC0001,87,6.547619048,till,R570,#/m2,24/01/2005,2005,22,avg,1
SC0001,109,6.666666667,till,R570,#/m2,15/02/2005,2005,44,avg,1
SC0001,129,6.785714286,till,R570,#/m2,7/3/2005,2005,64,avg,1
SC0001,164,6.666666667,till,R570,#/m2,11/4/2005,2005,99,avg,1
SC0001,214,6.428571429,till,R570,#/m2,31/05/2005,2005,149,avg,1
SC0001,271,6.30952381,till,R570,#/m2,27/07/2005,2005,206,avg,1
SC0001,333,6.547619048,till,R570,#/m2,27/09/2005,2005,268,avg,1
SC0004,42,3.73015873,till,RB72454,#/m2,10/12/2004,2004,343,avg,1
SC0004,68,6.19047619,till,RB72454,#/m2,5/1/2005,2005,3,avg,1
SC0004,87,8.095238095,till,RB72454,#/m2,24/01/2005,2005,22,avg,1
SC0004,109,8.333333333,till,RB72454,#/m2,15/02/2005,2005,44,avg,1
SC0004,129,7.738095238,till,RB72454,#/m2,7/3/2005,2005,64,avg,1
SC0004,164,7.857142857,till,RB72454,#/m2,11/4/2005,2005,99,avg,1
SC0004,214,6.904761905,till,RB72454,#/m2,31/05/2005,2005,149,avg,1
SC0004,271,6.825396825,till,RB72454,#/m2,27/07/2005,2005,206,avg,1
SC0004,333,7.182539683,till,RB72454,#/m2,27/09/2005,2005,268,avg,1
SC0003,42,3.035714286,till,RB72454,#/m2,10/12/2004,2004,343,avg,1
SC0003,68,5.595238095,till,RB72454,#/m2,5/1/2005,2005,3,avg,1
SC0003,87,7.142857143,till,RB72454,#/m2,24/01/2005,2005,22,avg,1
SC0003,109,7.142857143,till,RB72454,#/m2,15/02/2005,2005,44,avg,1
SC0003,129,7.261904762,till,RB72454,#/m2,7/3/2005,2005,64,avg,1
SC0003,164,7.142857143,till,RB72454,#/m2,11/4/2005,2005,99,avg,1
SC0003,214,6.428571429,till,RB72454,#/m2,31/05/2005,2005,149,avg,1
SC0003,271,6.25,till,RB72454,#/m2,27/07/2005,2005,206,avg,1
SC0003,333,6.369047619,till,RB72454,#/m2,27/09/2005,2005,268,avg,1
SC0008,42,3.611111111,till,NCo376,#/m2,10/12/2004,2004,343,avg,1
SC0008,68,8.134920635,till,NCo376,#/m2,5/1/2005,2005,3,avg,1
SC0008,87,11.82539683,till,NCo376,#/m2,24/01/2005,2005,22,avg,1
SC0008,109,12.1031746,till,NCo376,#/m2,15/02/2005,2005,44,avg,1
SC0008,129,12.14285714,till,NCo376,#/m2,7/3/2005,2005,64,avg,1
SC0008,164,12.6984127,till,NCo376,#/m2,11/4/2005,2005,99,avg,1
SC0008,214,12.34126984,till,NCo376,#/m2,31/05/2005,2005,149,avg,1
SC0008,271,12.3015873,till,NCo376,#/m2,27/07/2005,2005,206,avg,1
SC0008,333,12.3015873,till,NCo376,#/m2,27/09/2005,2005,268,avg,1
SC0007,42,3.333333333,till,NCo376,#/m2,10/12/2004,2004,343,avg,1
SC0007,68,7.023809524,till,NCo376,#/m2,5/1/2005,2005,3,avg,1
SC0007,87,9.880952381,till,NCo376,#/m2,24/01/2005,2005,22,avg,1
SC0007,109,10.17857143,till,NCo376,#/m2,15/02/2005,2005,44,avg,1
SC0007,129,10.35714286,till,NCo376,#/m2,7/3/2005,2005,64,avg,1
SC0007,164,10.05952381,till,NCo376,#/m2,11/4/2005,2005,99,avg,1
SC0007,214,10.53571429,till,NCo376,#/m2,31/05/2005,2005,149,avg,1
SC0007,271,10.29761905,till,NCo376,#/m2,27/07/2005,2005,206,avg,1
SC0007,333,10.53571429,till,NCo376,#/m2,27/09/2005,2005,268,avg,1
SC0006,42,2.047619048,till,SP83-2847,#/m2,10/12/2004,2004,343,avg,1
SC0006,68,5.158730159,till,SP83-2847,#/m2,5/1/2005,2005,3,avg,1
SC0006,87,6.706349206,till,SP83-2847,#/m2,24/01/2005,2005,22,avg,1
SC0006,109,7.182539683,till,SP83-2847,#/m2,15/02/2005,2005,44,avg,1
SC0006,129,7.103174603,till,SP83-2847,#/m2,7/3/2005,2005,64,avg,1
SC0006,164,8.492063492,till,SP83-2847,#/m2,11/4/2005,2005,99,avg,1
SC0006,214,7.420634921,till,SP83-2847,#/m2,31/05/2005,2005,149,avg,1
SC0006,271,7.619047619,till,SP83-2847,#/m2,27/07/2005,2005,206,avg,1
SC0006,279,0,till,SP83-2847,#/m2,4/8/2005,2005,214,avg,1
SC0006,333,10.47619048,till,SP83-2847,#/m2,27/09/2005,2005,268,avg,1
SC0005,42,3.035714286,till,SP83-2847,#/m2,10/12/2004,2004,343,avg,1
SC0005,68,4.880952381,till,SP83-2847,#/m2,5/1/2005,2005,3,avg,1
SC0005,87,5.952380952,till,SP83-2847,#/m2,24/01/2005,2005,22,avg,1
SC0005,109,6.25,till,SP83-2847,#/m2,15/02/2005,2005,44,avg,1
SC0005,129,6.904761905,till,SP83-2847,#/m2,7/3/2005,2005,64,avg,1
SC0005,164,7.321428571,till,SP83-2847,#/m2,11/4/2005,2005,99,avg,1
SC0005,214,6.30952381,till,SP83-2847,#/m2,31/05/2005,2005,149,avg,1
SC0005,271,6.19047619,till,SP83-2847,#/m2,27/07/2005,2005,206,avg,1
SC0005,333,7.916666667,till,SP83-2847,#/m2,27/09/2005,2005,268,avg,1
SC0002,42,0.019229387,lai,R570,m2/m2,10/12/2004,2004,343,avg,1
SC0002,129,1.816893114,lai,R570,m2/m2,7/3/2005,2005,64,avg,1
SC0002,214,5.167858464,lai,R570,m2/m2,31/05/2005,2005,149,avg,1
SC0002,333,4.617356647,lai,R570,m2/m2,27/09/2005,2005,268,avg,1
SC0001,42,0.020951429,lai,R570,m2/m2,10/12/2004,2004,343,avg,1
SC0001,129,2.258982865,lai,R570,m2/m2,7/3/2005,2005,64,avg,1
SC0001,214,5.046956194,lai,R570,m2/m2,31/05/2005,2005,149,avg,1
SC0001,333,4.214411218,lai,R570,m2/m2,27/09/2005,2005,268,avg,1
SC0004,42,0.039046058,lai,RB72454,m2/m2,10/12/2004,2004,343,avg,1
SC0004,129,3.114473051,lai,RB72454,m2/m2,7/3/2005,2005,64,avg,1
SC0004,214,4.630270801,lai,RB72454,m2/m2,31/05/2005,2005,149,avg,1
SC0004,333,4.130820469,lai,RB72454,m2/m2,27/09/2005,2005,268,avg,1
SC0003,42,0.02879881,lai,RB72454,m2/m2,10/12/2004,2004,343,avg,1
SC0003,129,2.365614426,lai,RB72454,m2/m2,7/3/2005,2005,64,avg,1
SC0003,214,4.922340697,lai,RB72454,m2/m2,31/05/2005,2005,149,avg,1
SC0003,333,3.559389025,lai,RB72454,m2/m2,27/09/2005,2005,268,avg,1
SC0008,42,0.026224691,lai,NCo376,m2/m2,10/12/2004,2004,343,avg,1
SC0008,129,2.50981568,lai,NCo376,m2/m2,7/3/2005,2005,64,avg,1
SC0008,214,5.31478862,lai,NCo376,m2/m2,31/05/2005,2005,149,avg,1
SC0008,333,4.688440156,lai,NCo376,m2/m2,27/09/2005,2005,268,avg,1
SC0007,42,0.023108889,lai,NCo376,m2/m2,10/12/2004,2004,343,avg,1
SC0007,129,2.683154186,lai,NCo376,m2/m2,7/3/2005,2005,64,avg,1
SC0007,214,5.542302507,lai,NCo376,m2/m2,31/05/2005,2005,149,avg,1
SC0007,333,3.734360779,lai,NCo376,m2/m2,27/09/2005,2005,268,avg,1
SC0006,42,0.019611868,lai,SP83-2847,m2/m2,10/12/2004,2004,343,avg,1
SC0006,129,2.748733604,lai,SP83-2847,m2/m2,7/3/2005,2005,64,avg,1
SC0006,214,4.782119851,lai,SP83-2847,m2/m2,31/05/2005,2005,149,avg,1
SC0006,333,4.804389478,lai,SP83-2847,m2/m2,27/09/2005,2005,268,avg,1
SC0005,42,0.030631369,lai,SP83-2847,m2/m2,10/12/2004,2004,343,avg,1
SC0005,129,2.275234014,lai,SP83-2847,m2/m2,7/3/2005,2005,64,avg,1
SC0005,214,4.959881021,lai,SP83-2847,m2/m2,31/05/2005,2005,149,avg,1
SC0005,333,4.738178231,lai,SP83-2847,m2/m2,27/09/2005,2005,268,avg,1
SC0002,42,0.031375,stalk_h,R570,m,10/12/2004,2004,343,avg,1
SC0002,68,0.140416667,stalk_h,R570,m,5/1/2005,2005,3,avg,1
SC0002,87,0.222083333,stalk_h,R570,m,24/01/2005,2005,22,avg,1
SC0002,109,0.34375,stalk_h,R570,m,15/02/2005,2005,44,avg,1
SC0002,129,0.599166667,stalk_h,R570,m,7/3/2005,2005,64,avg,1
SC0002,164,1.157916667,stalk_h,R570,m,11/4/2005,2005,99,avg,1
SC0002,214,1.71125,stalk_h,R570,m,31/05/2005,2005,149,avg,1
SC0002,271,2.01,stalk_h,R570,m,27/07/2005,2005,206,avg,1
SC0002,333,2.182083333,stalk_h,R570,m,27/09/2005,2005,268,avg,1
SC0001,42,0.0425,stalk_h,R570,m,10/12/2004,2004,343,avg,1
SC0001,68,0.155,stalk_h,R570,m,5/1/2005,2005,3,avg,1
SC0001,87,0.26875,stalk_h,R570,m,24/01/2005,2005,22,avg,1
SC0001,109,0.41,stalk_h,R570,m,15/02/2005,2005,44,avg,1
SC0001,129,0.62625,stalk_h,R570,m,7/3/2005,2005,64,avg,1
SC0001,164,1.1975,stalk_h,R570,m,11/4/2005,2005,99,avg,1
SC0001,214,1.6875,stalk_h,R570,m,31/05/2005,2005,149,avg,1
SC0001,271,1.96125,stalk_h,R570,m,27/07/2005,2005,206,avg,1
SC0001,333,2.085,stalk_h,R570,m,27/09/2005,2005,268,avg,1
SC0004,42,0.080291667,stalk_h,RB72454,m,10/12/2004,2004,343,avg,1
SC0004,68,0.263125,stalk_h,RB72454,m,5/1/2005,2005,3,avg,1
SC0004,87,0.529583333,stalk_h,RB72454,m,24/01/2005,2005,22,avg,1
SC0004,109,0.85375,stalk_h,RB72454,m,15/02/2005,2005,44,avg,1
SC0004,129,1.05625,stalk_h,RB72454,m,7/3/2005,2005,64,avg,1
SC0004,164,1.924583333,stalk_h,RB72454,m,11/4/2005,2005,99,avg,1
SC0004,214,2.425416667,stalk_h,RB72454,m,31/05/2005,2005,149,avg,1
SC0004,271,2.637083333,stalk_h,RB72454,m,27/07/2005,2005,206,avg,1
SC0004,333,2.83625,stalk_h,RB72454,m,27/09/2005,2005,268,avg,1
SC0003,42,0.075625,stalk_h,RB72454,m,10/12/2004,2004,343,avg,1
SC0003,68,0.246875,stalk_h,RB72454,m,5/1/2005,2005,3,avg,1
SC0003,87,0.474375,stalk_h,RB72454,m,24/01/2005,2005,22,avg,1
SC0003,109,0.77625,stalk_h,RB72454,m,15/02/2005,2005,44,avg,1
SC0003,129,1.094375,stalk_h,RB72454,m,7/3/2005,2005,64,avg,1
SC0003,164,1.800625,stalk_h,RB72454,m,11/4/2005,2005,99,avg,1
SC0003,214,2.364375,stalk_h,RB72454,m,31/05/2005,2005,149,avg,1
SC0003,271,2.614375,stalk_h,RB72454,m,27/07/2005,2005,206,avg,1
SC0003,333,2.755,stalk_h,RB72454,m,27/09/2005,2005,268,avg,1
SC0008,42,0.0425,stalk_h,NCo376,m,10/12/2004,2004,343,avg,1
SC0008,68,0.155,stalk_h,NCo376,m,5/1/2005,2005,3,avg,1
SC0008,87,0.26875,stalk_h,NCo376,m,24/01/2005,2005,22,avg,1
SC0008,109,0.41,stalk_h,NCo376,m,15/02/2005,2005,44,avg,1
SC0008,129,0.9,stalk_h,NCo376,m,7/3/2005,2005,64,avg,1
SC0008,164,1.1975,stalk_h,NCo376,m,11/4/2005,2005,99,avg,1
SC0008,214,1.6875,stalk_h,NCo376,m,31/05/2005,2005,149,avg,1
SC0008,271,1.96125,stalk_h,NCo376,m,27/07/2005,2005,206,avg,1
SC0008,333,2.2,stalk_h,NCo376,m,27/09/2005,2005,268,avg,1
SC0007,42,0.078625,stalk_h,NCo376,m,10/12/2004,2004,343,avg,1
SC0007,68,0.218125,stalk_h,NCo376,m,5/1/2005,2005,3,avg,1
SC0007,87,0.39375,stalk_h,NCo376,m,24/01/2005,2005,22,avg,1
SC0007,109,0.6225,stalk_h,NCo376,m,15/02/2005,2005,44,avg,1
SC0007,129,0.863125,stalk_h,NCo376,m,7/3/2005,2005,64,avg,1
SC0007,164,1.38,stalk_h,NCo376,m,11/4/2005,2005,99,avg,1
SC0007,214,1.7275,stalk_h,NCo376,m,31/05/2005,2005,149,avg,1
SC0007,271,1.949375,stalk_h,NCo376,m,27/07/2005,2005,206,avg,1
SC0007,333,2.0725,stalk_h,NCo376,m,27/09/2005,2005,268,avg,1
SC0006,42,0.073375,stalk_h,SP83-2847,m,10/12/2004,2004,343,avg,1
SC0006,68,0.204583333,stalk_h,SP83-2847,m,5/1/2005,2005,3,avg,1
SC0006,87,0.402916667,stalk_h,SP83-2847,m,24/01/2005,2005,22,avg,1
SC0006,109,0.67,stalk_h,SP83-2847,m,15/02/2005,2005,44,avg,1
SC0006,129,0.998333333,stalk_h,SP83-2847,m,7/3/2005,2005,64,avg,1
SC0006,164,1.621666667,stalk_h,SP83-2847,m,11/4/2005,2005,99,avg,1
SC0006,214,2.125,stalk_h,SP83-2847,m,31/05/2005,2005,149,avg,1
SC0006,271,2.40625,stalk_h,SP83-2847,m,27/07/2005,2005,206,avg,1
SC0006,333,2.82,stalk_h,SP83-2847,m,27/09/2005,2005,268,avg,1
SC0005,42,0.0765625,stalk_h,SP83-2847,m,10/12/2004,2004,343,avg,1
SC0005,68,0.235625,stalk_h,SP83-2847,m,5/1/2005,2005,3,avg,1
SC0005,87,0.43125,stalk_h,SP83-2847,m,24/01/2005,2005,22,avg,1
SC0005,109,0.66,stalk_h,SP83-2847,m,15/02/2005,2005,44,avg,1
SC0005,129,0.935,stalk_h,SP83-2847,m,7/3/2005,2005,64,avg,1
SC0005,164,1.53875,stalk_h,SP83-2847,m,11/4/2005,2005,99,avg,1
SC0005,214,2.049375,stalk_h,SP83-2847,m,31/05/2005,2005,149,avg,1
SC0005,271,2.36,stalk_h,SP83-2847,m,27/07/2005,2005,206,avg,1
SC0005,333,2.7,stalk_h,SP83-2847,m,27/09/2005,2005,268,avg,1
SC0009,74,9.357,till,NA,n_m2,9/13/2006,2006,256,avg,1
SC0009,104,14.214,till,NA,n_m2,10/13/2006,2006,286,avg,1
SC0009,134,22.54,till,NA,n_m2,11/12/2006,2006,316,avg,1
SC0009,183,13.164,till,NA,n_m2,12/31/2006,2006,365,avg,1
SC0009,214,12.164,till,NA,n_m2,1/31/2007,2007,31,avg,1
SC0009,244,9.45,till,NA,n_m2,3/2/2007,2007,61,avg,1
SC0009,274,9.257,till,NA,n_m2,4/1/2007,2007,91,avg,1
SC0010,74,10.8,till,NA,n_m2,9/13/2006,2006,256,avg,1
SC0010,104,9.785,till,NA,n_m2,10/13/2006,2006,286,avg,1
SC0010,134,13.14,till,NA,n_m2,11/12/2006,2006,316,avg,1
SC0010,164,10.87,till,NA,n_m2,12/12/2006,2006,346,avg,1
SC0010,194,10.87,till,NA,n_m2,1/11/2007,2007,11,avg,1
SC0010,224,9.928,till,NA,n_m2,2/10/2007,2007,41,avg,1
SC0010,254,9.3,till,NA,n_m2,3/12/2007,2007,71,avg,1
SC0009,254,2.82,lai,NA,m2_m2,3/12/2007,2007,71,avg,1
SC0009,284,3.62,lai,NA,m2_m2,4/11/2007,2007,101,avg,1
SC0009,314,2.69,lai,NA,m2_m2,5/11/2007,2007,131,avg,1
SC0009,344,2.08,lai,NA,m2_m2,6/10/2007,2007,161,avg,1
SC0009,374,1.97,lai,NA,m2_m2,7/10/2007,2007,191,avg,1
SC0010,254,3.67,lai,NA,m2_m2,3/12/2007,2007,71,avg,1
SC0010,284,5.24,lai,NA,m2_m2,4/11/2007,2007,101,avg,1
SC0010,314,3.76,lai,NA,m2_m2,5/11/2007,2007,131,avg,1
SC0010,344,2.65,lai,NA,m2_m2,6/10/2007,2007,161,avg,1
SC0010,374,2.5,lai,NA,m2_m2,7/10/2007,2007,191,avg,1
SC0009,284,131,stalk_fw,NA,ton_ha,4/11/2007,2007,101,avg,1
SC0009,344,140,stalk_fw,NA,ton_ha,6/10/2007,2007,161,avg,1
SC0009,404,124,stalk_fw,NA,ton_ha,8/9/2007,2007,221,avg,1
SC0010,284,120,stalk_fw,NA,ton_ha,4/11/2007,2007,101,avg,1
SC0010,344,112,stalk_fw,NA,ton_ha,6/10/2007,2007,161,avg,1
SC0010,404,107,stalk_fw,NA,ton_ha,8/9/2007,2007,221,avg,1
SC0009,204,8.65,suc_stk_fresh,NA,%_stalk_fm,1/21/2007,2007,21,avg,1
SC0009,314,12.6,suc_stk_fresh,NA,%_stalk_fm,5/11/2007,2007,131,avg,1
SC0009,344,12.9,suc_stk_fresh,NA,%_stalk_fm,6/10/2007,2007,161,avg,1
SC0009,374,13.5,suc_stk_fresh,NA,%_stalk_fm,7/10/2007,2007,191,avg,1
SC0010,254,8.66,suc_stk_fresh,NA,%_stalk_fm,3/12/2007,2007,71,avg,1
SC0010,314,11.5,suc_stk_fresh,NA,%_stalk_fm,5/11/2007,2007,131,avg,1
SC0010,344,12,suc_stk_fresh,NA,%_stalk_fm,6/10/2007,2007,161,avg,1
SC0010,374,13.9,suc_stk_fresh,NA,%_stalk_fm,7/10/2007,2007,191,avg,1
SC0011,147,18.3,till,NA,n_m2,7/7/2004,2004,189,avg,1
SC0012,227,8.7,till,NA,n_m2,9/25/2004,2004,269,avg,1
SC0014,227,8,till,NA,n_m2,9/25/2004,2004,269,avg,1
SC0011,227,3.4,lai,NA,m2_m2,9/25/2004,2004,269,avg,1
SC0012,227,3.2,lai,NA,m2_m2,9/25/2004,2004,269,avg,1
SC0014,227,3.3,lai,NA,m2_m2,9/25/2004,2004,269,avg,1
SC0011,471,179.4,stalk_fw,NA,ton_ha,5/27/2005,2005,147,avg,1
SC0012,491,145.8,stalk_fw,NA,ton_ha,6/16/2005,2005,167,avg,1
SC0011,301,11.07,suc_stk_fresh,NA,%_stalk_fm,12/8/2004,2004,343,avg,1
SC0011,318,10.49,suc_stk_fresh,NA,%_stalk_fm,12/25/2004,2004,360,avg,1
SC0011,334,10.88,suc_stk_fresh,NA,%_stalk_fm,1/10/2005,2005,10,avg,1
SC0011,350,11.44,suc_stk_fresh,NA,%_stalk_fm,1/26/2005,2005,26,avg,1
SC0011,368,13.54,suc_stk_fresh,NA,%_stalk_fm,2/13/2005,2005,44,avg,1
SC0011,383,14.37,suc_stk_fresh,NA,%_stalk_fm,2/28/2005,2005,59,avg,1
SC0011,397,13.77,suc_stk_fresh,NA,%_stalk_fm,3/14/2005,2005,73,avg,1
SC0011,410,12.96,suc_stk_fresh,NA,%_stalk_fm,3/27/2005,2005,86,avg,1
SC0011,426,15.13,suc_stk_fresh,NA,%_stalk_fm,4/12/2005,2005,102,avg,1
SC0011,441,14,suc_stk_fresh,NA,%_stalk_fm,4/27/2005,2005,117,avg,1
SC0011,456,11.82,suc_stk_fresh,NA,%_stalk_fm,5/12/2005,2005,132,avg,1
SC0011,469,14.66,suc_stk_fresh,NA,%_stalk_fm,5/25/2005,2005,145,avg,1
SC0011,471,14.89,suc_stk_fresh,NA,%_stalk_fm,5/27/2005,2005,147,avg,1
SC0012,301,11.64,suc_stk_fresh,NA,%_stalk_fm,12/8/2004,2004,343,avg,1
SC0012,684,12.68,suc_stk_fresh,NA,%_stalk_fm,12/26/2005,2005,360,avg,1
SC0012,334,13.24,suc_stk_fresh,NA,%_stalk_fm,1/10/2005,2005,10,avg,1
SC0012,350,14.09,suc_stk_fresh,NA,%_stalk_fm,1/26/2005,2005,26,avg,1
SC0012,368,13.98,suc_stk_fresh,NA,%_stalk_fm,2/13/2005,2005,44,avg,1
SC0012,383,15.44,suc_stk_fresh,NA,%_stalk_fm,2/28/2005,2005,59,avg,1
